MSOAcode,log_Violent,PopDensity,Age16_29%,BAME%,Householdspaces_no_usualresidents,Household_Income,House_Price,Employment_Deprivation,EducationSkills_Deprivation,LivingEnvironment_Deprivation,Violent_Rate
E02000472,0.987162775,59,16.2621,10.8,0.342422681,4.689308859,5.433286482,0.082666667,22.95716667,11.28866667,9.708737864
E02000473,1.208300689,35,17.9896,11.2,0.230448921,4.703291378,5.498092663,0.075833333,14.12216667,11.371,16.15476665
E02000474,1.364770095,40,18.0121,13.2,0.230448921,4.657055853,5.414844711,0.1006,27.5382,19.428,23.16168203
E02000475,1.196725017,34,17.9111,11.1,0.414973348,4.725911632,5.608669349,0.065833333,12.3915,10.2205,15.72986577
E02000476,2.027114155,60,21.0741,20.6,0.505149978,4.63748973,5.381829589,0.1226,21.6772,29.3768,106.4422768
E02000477,1.057945992,54,16.7919,8.9,0.301029996,4.748188027,5.548696449,0.0675,12.65116667,11.65466667,11.42736218
E02000478,0.858513766,24,17.8308,25.1,0.342422681,4.780317312,5.849311287,0.05125,12.4155,5.785,7.219610477
E02000479,1.486907914,65,19.9111,15.4,0.361727836,4.651278014,5.439779393,0.1094,19.4752,25.1318,30.68371317
E02000480,1.562446661,34,20.2743,24.6,0.380211242,4.661812686,5.364751681,0.111833333,22.55116667,19.60183333,36.51292802
E02000481,1.058477765,7,15.707,4.7,0.342422681,4.7084209,5.538583787,0.068,16.04,8.8606,11.44136301
E02000482,1.074781698,23,13.5452,5.9,0.278753601,4.828659897,5.713514063,0.04375,5.07675,7.69225,11.87904968
E02000483,1.447150171,49,17.4585,6.5,0.447158031,4.668385917,5.451012303,0.088,20.2268,14.4178,27.99949322
E02000484,1.146128036,46,19.1412,9.8,0.255272505,4.720985744,5.480939243,0.0744,21.1492,10.8222,14
E02000485,1.245493499,39,16.786,7.7,0.342422681,4.712649702,5.478578038,0.077,15.6248,10.4598,17.59922321
E02000486,1.157610367,59,16.944,8.9,0.278753601,4.702430536,5.464282336,0.0742,17.3386,15.636,14.37508319
E02000487,0.953672097,6,13.9188,3.8,0.278753601,4.910090546,5.738639469,0.0418,7.7366,7.0466,8.988186954
E02000488,0.972941767,41,16.6309,6.8,0.079181246,4.761927838,5.499926154,0.0634,14.676,8.5852,9.395973154
E02000489,1.24724621,32,17.9108,15.3,0.146128036,4.667452953,5.427799221,0.107,24.7854,12.5,17.67039308
E02000490,1.211124884,39,16.8981,12.5,0.255272505,4.64738297,5.413351742,0.1056,28.246,11.6434,16.2601626
E02000491,1.528136781,19,17.247,18.2,0.51851394,4.600972896,5.414050327,0.1572,31.3674,14.9296,33.7393554
E02000492,1.235359457,5,16.899,9.1,0.255272505,4.685741739,5.450907751,0.08975,28.83325,10.738,17.19330855
E02000493,1.460710305,50,18.8537,22.3,0.301029996,4.620136055,5.356505803,0.128,30.284,23.906,28.88752305
E02000494,1.101788472,12,12.2647,39.8,0.792391689,4.755112266,5.937435137,0.0678,4.5006,6.0586,12.64120495
E02000495,1.318801044,38,15.4707,31.4,0.755874856,4.698970004,5.627493873,0.077833333,6.772833333,15.64433333,20.8353617
E02000496,1.347074813,5,15.2747,12.5,0.602059991,4.707570176,5.546484671,0.105,19.7642,10.288,22.23692919
E02000497,1.185733773,35,14.9828,26.9,0.531478917,4.749736316,5.660087223,0.087,8.8342,8.3618,15.33676534
E02000498,1.034926643,19,13.8916,14,0.462397998,4.745074792,5.618342062,0.07875,10.93375,9.6615,10.83743842
E02000499,0.931647965,49,13.8485,23.1,0.361727836,4.786751422,5.661488973,0.0472,4.6008,10.3678,8.543738842
E02000500,1.257997563,28,16.302,18.3,0.602059991,4.803457116,5.732060673,0.046,3.2762,15.2378,18.11329929
E02000501,1.187858265,59,14.2383,18.8,0.361727836,4.753583059,5.639963354,0.058,7.4196,10.18,15.41197392
E02000502,1.027599521,20,15.9483,21.3,0.633468456,4.748962861,5.59632984,0.056,8.8802,11.4472,10.65613027
E02000503,1.031469884,67,17.5391,16.8,0.462397998,4.792391689,5.597927625,0.044,10.9656,10.971,10.75152042
E02000504,1.044132656,24,13.2702,17.6,0.51851394,4.803457116,5.734377327,0.0422,4.1992,8.5952,11.06961856
E02000506,1.187744333,14,15.7742,32.1,0.579783597,4.749736316,5.784112105,0.056,3.8488,10.4206,15.4079313
E02000507,1.16542036,31,18.5632,31.3,0.361727836,4.745074792,5.538927962,0.0702,13.4366,12.9816,14.63593121
E02000508,1.649444951,41,46.3869,35.2,0.908485019,4.720985744,5.539013335,0.077,10.56175,20.436,44.61130742
E02000509,1.494885551,61,47.8688,42.3,0.681241237,4.728353782,5.489470503,0.091,12.569,17.85975,31.25255666
E02000510,1.531711176,42,20.6355,35.7,0.431363764,4.731588765,5.548849882,0.0828,11.7604,16.9896,34.01818794
E02000511,1.331500869,42,19.6792,42.3,0.431363764,4.710117365,5.481888161,0.084833333,18.37783333,14.60816667,21.45363409
E02000512,1.531423869,59,21.4149,40.7,0.447158031,4.677606953,5.462210762,0.129,24.1318,19.906,33.99569069
E02000513,1.582119894,67,19.0317,56,0.505149978,4.635483747,5.422845811,0.1444,28.487,19.6482,38.20497271
E02000514,1.424377141,87,18.5503,71.3,0.531478917,4.695481676,5.484218669,0.099333333,19.421,18.18633333,26.56911821
E02000515,1.538616578,37,24.5322,30.4,0.755874856,4.686636269,5.416119374,0.103,26.27866667,25.73216667,34.56340956
E02000516,1.38127415,54,18.2557,67.1,0.568201724,4.67669361,5.465280215,0.104,19.7136,16.9634,24.05881043
E02000517,1.429941936,64,18.696,56.2,0.301029996,4.682145076,5.455858554,0.1488,27.5088,19.1238,26.91174977
E02000518,1.485944422,35,20.4672,32.2,0.113943352,4.683947131,5.485338056,0.1212,33.6598,15.4904,30.61571607
E02000519,1.556087375,51,19.7739,63,0.255272505,4.687528961,5.46935803,0.1338,25.7332,23.022,35.98217198
E02000520,1.626226761,30,19.9253,63.4,0.447158031,4.668385917,5.460294822,0.132833333,23.3935,23.33516667,42.2889363
E02000521,1.435427749,49,20.3157,48.4,0.544068044,4.693726949,5.479075519,0.1368,33.1434,17.6558,27.25384296
E02000522,1.469361021,59,18.4878,33.7,0.568201724,4.699837726,5.501976203,0.1128,26.887,18.2148,29.46870295
E02000523,1.514177209,68,19.8456,72.2,0.431363764,4.689308859,5.462541741,0.092,16.527,24.9154,32.67211202
E02000524,1.852151984,4,19.8155,40,0.838849091,4.687528961,5.406773445,0.0885,23.559,27.34425,71.14624506
E02000525,1.434444001,24,18.2401,61.6,0.414973348,4.687528961,5.376012738,0.0948,23.1652,25.1582,27.19217843
E02006796,1.24524277,21,16.7376,27.9,0.414973348,4.718501689,5.539570361,0.0746,12.6188,17.372,17.58906565
E02000526,1.150427044,92,17.0143,16.7,0.62324929,4.88592634,6.112333147,0.0436,2.1586,33.9244,14.13927183
E02000528,1.563654838,50,18.6846,37.3,0.556302501,4.69019608,5.696489191,0.1305,15.8275,29.39016667,36.61464586
E02000529,1.332596206,75,20.3532,77.4,0.041392685,4.667452953,5.448846941,0.1158,15.0472,23.9028,21.50781073
E02000530,1.617237294,26,19.8605,73.1,-0.22184875,4.620136055,5.384294261,0.1605,28.40875,22.8165,41.42259414
E02000531,1.331765923,40,23.8854,28.3,0.397940009,4.712649702,5.660335087,0.0934,9.8194,36.3536,21.46673142
E02000532,1.300982534,40,15.3863,21.6,0.612783857,4.783903579,6.008884073,0.077833333,4.968,26.04433333,19.99781445
E02000533,1.090073851,79,15.4046,18.7,0.531478917,4.804820679,5.897240452,0.0814,3.9704,27.0848,12.30477993
E02000534,1.350665141,17,19.2462,52.8,0.361727836,4.770852012,5.630589561,0.0555,3.28375,22.823,22.42152466
E02000535,1.395682013,61,20.1397,79.9,0.255272505,4.704150517,5.531122394,0.0802,10.4376,25.226,24.87035665
E02000536,1.428038519,60,20.7187,76.6,0.113943352,4.691965103,5.536904225,0.0962,10.7136,23.4624,26.79405961
E02000537,1.339329792,49,19.7666,72.3,0.361727836,4.723455672,5.622166341,0.0546,4.1306,25.894,21.8438805
E02000538,1.465766802,41,21.6603,78.1,0.301029996,4.665580991,5.463017549,0.0984,15.7294,23.035,29.22582651
E02000539,1.502038137,68,16.805,35.3,0.361727836,4.725911632,5.578202404,0.1002,12.948,28.2516,31.77153057
E02000540,1.561457651,83,19.6625,54.5,0.230448921,4.697229343,5.501513869,0.081,7.6582,32.4508,36.4298725
E02000541,1.480204009,90,20.2969,73.8,0.230448921,4.660865478,5.483881006,0.1216,17.643,23.5054,30.21370671
E02000542,1.514163513,108,19.3731,72.6,0.380211242,4.677606953,5.468601333,0.1016,10.964,28.9426,32.67108168
E02000543,1.754708755,116,19.019,65.8,0.462397998,4.707570176,5.472692105,0.07,9.535833333,33.6815,56.84715764
E02000544,1.110802084,60,19.3117,48.8,0.146128036,4.722633923,5.602761895,0.071,8.8124,19.6132,12.90630975
E02000545,1.398900558,65,17.3756,36.5,0.255272505,4.673941999,5.607325252,0.1292,15.1116,25.8374,25.05535485
E02000546,1.407616951,40,19.7333,75.5,0.176091259,4.680335513,5.457713897,0.0976,10.836,26.3478,25.56330201
E02000547,1.364699076,31,18.406,39.8,0.380211242,4.673020907,5.42718414,0.0928,23.8746,25.092,23.15789474
E02000548,1.3674669,28,19.5175,32.7,0.612783857,4.673020907,5.406207946,0.1298,34.0836,22.0886,23.30595483
E02000549,1.423715308,47,18.3091,37.3,0.255272505,4.674861141,5.461467012,0.105833333,23.945,23.55283333,26.52865965
E02000550,1.508598281,115,18.7817,38.6,0.204119983,4.680335513,5.405781632,0.111833333,32.002,23.32566667,32.2550917
E02000551,1.457515835,42,19.5859,36.2,0.255272505,4.620136055,5.39985536,0.1564,33.719,21.2058,28.67581931
E02000552,1.432334352,29,21.9403,28.2,0.146128036,4.717670503,5.403756905,0.0712,22.686,22.865,27.06040871
E02000553,1.383427015,27,18.3582,26.3,0.278753601,4.671172843,5.500849599,0.10625,24.53875,18.5345,24.17836977
E02006792,1.447312163,61,19.2681,24.3,0.69019608,4.787460475,5.907605352,0.06,4.8134,37.3202,28.00993901
E02000554,1.469982088,154,22.4752,39.4,0.462397998,4.589949601,5.743595988,0.212333333,15.04733333,37.55316667,29.51087511
E02000555,1.36671034,163,24.8198,31.9,0.477121255,4.685741739,5.743367851,0.145,18.29133333,33.05533333,23.26539016
E02000556,1.54995628,162,25.9792,33.8,0.544068044,4.707570176,5.726156466,0.164,10.71233333,39.38366667,35.47776727
E02000557,1.710551877,120,23.6193,31.4,0.556302501,4.694605199,5.762462488,0.1754,14.386,40.9492,51.35135135
E02000558,1.617652272,208,25.979,51.9,0.491361694,4.592176757,5.635800304,0.244,23.9966,42.1944,41.46219329
E02000559,1.371764597,172,25.2147,27.4,0.653212514,4.775974331,5.860639213,0.099333333,6.114,39.52133333,23.53773108
E02000560,1.672137236,159,34.2316,31.8,0.568201724,4.674861141,5.730838779,0.11975,10.06,49.0045,47.00426172
E02000561,1.267394647,134,26.3517,21.5,0.653212514,4.807535028,5.903627636,0.09425,2.2195,46.9785,18.5094983
E02000562,1.37433316,136,21.7401,29.5,0.397940009,4.754348336,5.913969535,0.1378,8.6772,40.2262,23.67735357
E02000563,1.5458837,154,27.6808,34.2,0.579783597,4.633468456,5.754018667,0.1866,19.3748,39.4718,35.14663085
E02000564,1.567103559,148,31.4628,33.4,0.763427994,4.721810615,5.708980618,0.122,11.58542857,54.64314286,36.9065593
E02000565,1.476874567,172,25.8262,37.8,0.447158031,4.670245853,5.857074859,0.1666,16.3706,40.9702,29.98296422
E02000566,1.573950969,129,24.6811,22.7,0.73239376,4.828015064,6.027698534,0.105,5.1732,47.6472,37.49306711
E02000567,1.399590465,174,24.2125,27.6,0.579783597,4.77524626,5.872408032,0.1355,13.54716667,42.84566667,25.09518865
E02000568,1.545302396,131,37.2531,38,0.579783597,4.621176282,5.693661888,0.1738,24.2852,37.4076,35.09961848
E02000569,1.512064868,155,24.1779,27.6,0.662757832,4.706717782,6.006658116,0.148166667,19.04566667,40.7815,32.51358571
E02000570,1.311607284,160,25.3407,18.7,0.84509804,4.858537198,5.982969162,0.0846,9.6324,45.7626,20.49308228
E02000571,1.449650778,180,26.0686,28.5,0.342422681,4.720985744,5.891820577,0.18,22.4366,41.0904,28.16117542
E02000572,1.482343235,210,37.1634,44.4,0.431363764,4.58546073,5.778504333,0.1834,25.146,39.3118,30.36289903
E02000573,1.8039431,130,26.9591,20.5,0.785329835,4.829946696,6.015793414,0.0888,13.5668,52.137,63.67120954
E02000574,1.745786566,141,29.7058,31,0.913813852,4.741151599,5.944922666,0.13,10.4924,54.6294,55.6911987
E02000575,1.480738243,150,39.5341,30.9,1.004321374,4.783903579,5.900579035,0.099285714,16.16171429,51.72342857,30.25089606
E02000576,1.641527934,148,32.7331,35.8,0.832508913,4.743509765,5.810858634,0.1456,18.2486,46.0098,43.80542865
E02000577,1.780800153,80,18.1388,56.2,-0.045757491,4.559906625,5.79037314,0.2526,19.1666,37.7414,60.36707772
E02000578,1.703245897,114,16.4449,44.5,0.278753601,4.609594409,5.807323241,0.24825,21.70525,41.0385,50.4947117
E02000579,1.500795782,135,16.0701,31.1,0.591064607,4.748962861,6.025611812,0.148,8.2274,44.702,31.68077388
E02000580,1.730529705,206,17.7756,36.8,0.748188027,4.669316881,5.949960071,0.1724,8.215,58.8654,53.76872084
E02000581,1.537786168,164,16.4004,46,0.255272505,4.618048097,6.067187322,0.2156,15.224,36.8048,34.49738442
E02000582,1.527832499,146,17.9071,22.1,1.029383778,4.821513528,6.221836068,0.059,1.3956,64.329,33.71572468
E02000583,1.387216143,119,14.9555,20.2,0.959041392,4.866877814,6.318490112,0.0654,3.5352,58.8242,24.3902439
E02000584,1.378477529,85,13.8414,21.4,1.139879086,4.8876173,6.385598767,0.0388,1.2172,57.6654,23.90438247
E02000585,1.374333928,89,15.2423,32.6,0.995635195,4.818225894,6.315716408,0.064,3.01,52.2242,23.67739549
E02000586,1.267778613,144,18.8038,27,1.176091259,4.959518377,6.516691216,0.021,2.65,58.9862,18.52587005
E02000587,1.222204875,140,15.6686,26.2,1.041392685,4.918554531,6.350833146,0.0374,1.5194,59.0822,16.68033908
E02000588,1.484288317,105,17.6895,20.7,1.408239965,4.88592634,6.505973542,0.0104,4.788,62.4084,30.49919084
E02000589,1.394705026,232,26.5422,35.2,0.929418926,4.798650645,6.142607185,0.072,2.2144,71.489,24.81447124
E02000590,1.412563705,158,19.4471,28.8,1.31386722,4.707570176,6.212805302,0.0966,7.2312,52.651,25.85614083
E02000591,1.54924219,185,21.3417,40.5,0.826074803,4.720985744,6.155410742,0.14225,4.17175,65.17225,35.41948071
E02000592,1.427861762,123,19.2781,20.7,1.093421685,4.912222057,6.337073516,0.022,1.9038,60.6038,26.78315669
E02000593,1.296164666,160,20.3405,24.9,0.903089987,4.868644438,6.105278499,0.0956,3.1888,57.979,19.77719364
E02000594,1.275167057,101,11.8318,15.4,1.037426498,4.8162413,6.496276748,0.0434,4.3944,50.7792,18.84373798
E02000595,1.257753167,120,16.3584,17.1,1.021189299,4.862727528,6.426275344,0.0516,4.2606,54.1162,18.10310901
E02000596,1.398928165,152,24.0019,18,1.008600172,4.898176483,6.218752336,0.036,5.6238,55.996,25.05694761
E02000597,1.539619221,185,17.2943,36.1,0.806179974,4.655138435,5.978913768,0.1734,9.3714,50.9562,34.64329728
E02000598,0.962732905,61,11.6251,17.8,0.431363764,4.837588438,5.82598599,0.0504,1.2434,15.7362,9.177679883
E02000599,0.792311787,19,24.2003,36.3,0.698970004,4.890979597,6.164447141,0.0352,2.433,16.5184,6.19885941
E02000600,1.198761929,83,23.3025,28.1,0.544068044,4.776701184,5.662032143,0.048,4.2482,24.3148,15.80381471
E02000601,1.012948527,116,18.7299,21.2,0.653212514,4.828015064,5.778421153,0.052,2.1285,27.0125,10.30264005
E02000602,1.501243621,99,31.2378,28.6,0.414973348,4.699837726,5.629678656,0.09,14.6634,39.0572,31.71345957
E02000603,1.301820341,62,19.235,36.4,0.556302501,4.705007959,5.631083399,0.0986,15.2272,25.519,20.03642987
E02000604,1.274766796,59,15.7327,36.4,0.342422681,4.772321707,5.682807299,0.0532,3.041,30.7098,18.82637895
E02000605,1.013794726,59,13.8942,30.6,0.505149978,4.773054693,5.681468278,0.0632,4.2246,23.1496,10.32273374
E02000606,1.869163183,66,21.6026,23.4,0.662757832,4.770115295,5.680706183,0.0426,3.4614,36.3808,73.98832293
E02000607,0.924670976,55,35.8389,17,0.342422681,4.794488047,5.726726394,0.0445,3.194,27.20025,8.40757937
E02000608,1.302922349,112,38.7555,22,0.62324929,4.796574333,5.627144556,0.06575,4.24225,47.973,20.08733624
E02000609,1.134134921,52,14.7211,40.7,0.322219295,4.715167358,5.69858418,0.0736,7.4914,23.4822,13.61867704
E02000610,1.204431231,75,22.428,20.5,0.643452676,4.795880017,5.676399104,0.0696,7.0596,36.2122,16.0114709
E02000611,0.867774627,42,12.6696,22.3,0.176091259,4.843855423,5.753603739,0.0472,2.6084,15.0698,7.375214013
E02000612,0.942469364,44,13.5229,27.2,0.431363764,4.770115295,5.666949253,0.056,5.1546,19.1644,8.759299256
E02000613,1.073143291,69,14.2495,19.1,0.477121255,4.771587481,5.719567433,0.06,7.1526,25.3482,11.83431953
E02000614,1.34169651,30,17.9852,35.3,0.477121255,4.709269961,5.481763572,0.066,13.0962,26.8692,21.96324518
E02000615,1.172597586,48,14.6,16.8,0.322219295,4.738780558,5.528743205,0.0646,13.0528,20.5062,14.87981686
E02000616,0.960656711,47,14.9894,11.6,0.176091259,4.733197265,5.506251958,0.05025,15.2995,14.87825,9.13390964
E02000617,1.291069464,13,16.1398,15.4,0.230448921,4.717670503,5.545018728,0.0864,19.3066,16.205,19.54652072
E02000619,1.386666877,159,22.475,47.3,0.72427587,4.668385917,5.755161112,0.1564,15.9658,44.2826,24.35941629
E02000620,1.615277673,141,26.4866,41.1,0.681241237,4.720985744,5.777574704,0.1184,8.356,50.2144,41.2361084
E02000621,1.639054747,152,27.4506,37.3,0.770852012,4.668385917,5.94716159,0.1115,9.403666667,61.93583333,43.55667779
E02000622,1.461674776,116,30.66,39.7,0.568201724,4.749736316,5.810651148,0.1214,11.6124,46.4554,28.95174709
E02000623,1.352007435,180,21.9468,46.7,0.255272505,4.651278014,5.702473619,0.1438,14.6726,46.9528,22.49093108
E02000624,1.52272745,150,29.6761,51.6,0.51851394,4.686636269,5.640459573,0.1676,13.844,41.8828,33.32172298
E02000625,1.544565501,153,26.6635,50.9,0.176091259,4.650307523,5.645321053,0.1586,19.3484,45.664,35.04011326
E02000626,1.539402811,156,22.7262,64.7,0.322219295,4.591064607,5.63577318,0.215,20.9244,38.1002,34.62603878
E02000627,1.629411853,189,33.6381,43.4,0.342422681,4.716837723,5.728359464,0.1164,12.2802,49.1026,42.60022104
E02000628,1.966701229,148,25.4112,60.8,0.342422681,4.574031268,5.606349114,0.180333333,19.20783333,55.5265,92.61924342
E02000629,1.647723793,144,33.6497,29.4,0.278753601,4.782472624,5.858881729,0.0938,9.087,49.3002,44.43485764
E02000630,1.445330801,117,31.06,25.7,0.491361694,4.822821645,5.966428507,0.1026,6.0918,41.9078,27.8824416
E02000631,1.510949807,91,22.1778,37.3,0.51851394,4.745074792,5.806954228,0.106,6.0374,38.4206,32.43021346
E02000632,1.390889148,172,40.7126,29.7,0.278753601,4.761175813,5.757596426,0.0752,6.399,43.6426,24.59739687
E02000633,1.751228608,145,27.4098,50,0.301029996,4.644438589,5.730359076,0.1438,13.0714,49.4502,56.39344262
E02000634,1.631044706,128,31.4179,39.3,0.230448921,4.667452953,5.743952457,0.138,9.89975,42.221,42.76069017
E02000635,1.428069232,77,25.5761,46,0.301029996,4.693726949,5.780174685,0.1442,12.1962,41.5644,26.79595454
E02000636,1.282588893,87,26.7986,18.3,0.342422681,4.893761762,5.968467071,0.0522,5.2368,41.4576,19.16853373
E02000637,1.438955211,158,28.3992,36.8,0.414973348,4.689308859,5.735829557,0.097,7.7792,46.3366,27.47610773
E02000638,1.407545649,160,27.7134,46.6,0.380211242,4.684845362,5.640230925,0.1348,14.983,38.2592,25.55910543
E02000639,1.332547047,145,23.2187,55.7,0.146128036,4.5774918,5.558721767,0.1528,17.7946,46.5492,21.50537634
E02000640,1.096287496,119,25.7111,28.4,0.204119983,4.820201459,5.75612774,0.0795,6.316666667,36.66416667,12.48209536
E02000641,1.398178174,149,22.1284,61.7,0.230448921,4.635483747,5.562100066,0.19,21.1912,31.8682,25.01371366
E02000642,1.398864087,91,18.6124,37.9,0.230448921,4.702430536,5.710630934,0.1204,9.8552,37.9258,25.05325084
E02000643,1.419241868,134,22.6812,37.5,0.301029996,4.717670503,5.660537263,0.1038,9.1004,44.8172,26.25680435
E02000644,1.353729546,101,20.0153,40.9,0.505149978,4.694605199,5.637059224,0.1068,6.0612,39.4956,22.58029157
E02000645,1.519599001,86,18.6128,38.5,0.612783857,4.720985744,5.687444234,0.1114,6.7746,35.6602,33.08255179
E02000646,1.469863312,109,23.7377,36.1,0.491361694,4.739572344,5.649258899,0.087,6.6598,39.8098,29.50280518
E02000647,1.229336771,95,17.7609,41.5,0.51851394,4.706717782,5.675433701,0.1064,7.603,33.6592,16.95652174
E02000648,1.491159627,119,15.898,55.5,0.322219295,4.5774918,5.564200753,0.2006,18.7626,29.2726,30.98557979
E02000649,1.433834565,129,23.0884,39.9,0.886490725,4.7084209,5.608750611,0.113666667,9.654166667,47.77183333,27.154047
E02000650,1.466899432,101,15.8591,43.9,0.414973348,4.671172843,5.642257711,0.1736,12.5828,35.8624,29.30214625
E02000651,1.309337689,83,20.8262,45.2,0.698970004,4.678518379,5.656908512,0.1118,8.8854,37.5398,20.38626609
E02000652,1.258725096,118,18.1807,59.6,0.301029996,4.658011397,5.595542515,0.114,18.0504,31.4592,18.14366823
E02006801,1.83636233,88,41.809,40.2,0.897627091,4.750508395,5.864967681,0.0892,11.013,62.0334,68.60603654
E02000653,1.359432153,149,29.5036,56.2,0.380211242,4.636487896,5.577610123,0.1422,12.7472,36.5554,22.87874266
E02000654,1.5269492,92,23.7942,66,0.322219295,4.587710965,5.501474178,0.1884,19.6624,36.3074,33.64722095
E02000655,1.490462679,92,26.9042,57.3,0.414973348,4.629409599,5.503238956,0.1358,15.0544,49.6962,30.93589457
E02000657,1.541558659,114,34.2653,47.1,0.301029996,4.615950052,5.599381926,0.1216,12.1896,47.5332,34.7983506
E02000658,1.333641364,113,26.2729,43.9,0.431363764,4.669316881,5.631138235,0.128,8.6694,43.0828,21.55963303
E02000659,1.634030921,79,20.1501,36.1,0.380211242,4.711807229,5.750796029,0.1192,12.6268,33.1334,43.05572641
E02000660,1.415547617,106,24.8489,38.6,0.342422681,4.680335513,5.620834322,0.1004,8.3036,51.7232,26.0344026
E02000661,1.287400927,53,17.5022,23.1,0.322219295,4.773786445,5.774206645,0.073,7.88775,38.8725,19.38210434
E02000662,1.211880412,116,20.8043,55.1,0.301029996,4.656098202,5.632851926,0.1386,14.2112,31.164,16.2884745
E02000663,1.249000996,113,24.9462,45.9,0.361727836,4.716837723,5.646706548,0.0985,9.6955,35.41725,17.74193548
E02000664,1.876756466,84,25.5592,53.2,0.568201724,4.597695186,5.504790179,0.174833333,15.891,44.92516667,75.2933232
E02000665,1.332028486,110,19.6727,33.6,0.462397998,4.706717782,5.675812241,0.108,10.15225,36.4345,21.4797136
E02000666,1.29644544,78,20.9882,44.8,0.146128036,4.701567985,5.662125757,0.11475,8.63025,30.76675,19.78998384
E02000667,1.245303692,96,16.8335,41.9,0.342422681,4.733999287,5.683473015,0.09475,8.3375,31.3375,17.59153318
E02000668,1.149514365,72,14.9726,33.8,0.301029996,4.721810615,5.669026634,0.10125,8.6785,29.433,14.10958904
E02000669,1.321730988,125,20.04,49.4,0.176091259,4.697229343,5.549474106,0.1202,11.1974,38.0972,20.97640155
E02000670,1.523136181,108,17.7142,61.7,0.230448921,4.582063363,5.467624382,0.17575,20.1165,44.72525,33.35309813
E02000671,1.304676652,88,16.6591,37.8,0.380211242,4.704150517,5.651278014,0.1174,11.597,33.5214,20.16864175
E02000672,1.807899476,77,19.5768,57.1,0.301029996,4.609594409,5.518478405,0.162,13.9542,50.4318,64.25389755
E02000673,1.343016155,80,15.9422,34.2,0.301029996,4.748188027,5.677413484,0.0948,6.8626,37.4266,22.03008409
E02000674,1.271310267,103,17.4875,55.7,0.041392685,4.689308859,5.596612488,0.1078,11.4604,34.1066,18.67713538
E02000675,1.272163103,62,16.7858,36.1,0.361727836,4.687528961,5.541330826,0.1078,12.7192,28.2614,18.71384825
E02000676,1.213861874,108,16.9704,41.2,0.431363764,4.716003344,5.660583759,0.1048,9.6094,37.3874,16.36296021
E02000677,1.433806909,72,19.0993,56.6,0.301029996,4.693726949,5.588345671,0.12275,10.0405,31.2845,27.15231788
E02000678,1.473727012,63,17.4172,48,0.380211242,4.614897216,5.426740547,0.16725,27.551,31.5075,29.76644787
E02000679,1.367305182,90,18.7448,43.7,0.255272505,4.648360011,5.58177677,0.1456,16.7724,32.418,23.29727802
E02000680,1.419702412,99,18.4913,43,0.431363764,4.646403726,5.644949397,0.14775,12.73925,30.56825,26.2846629
E02000681,1.543241945,64,15.8357,50,0.041392685,4.57634135,5.510689751,0.165,26.9508,30.4846,34.93348757
E02000682,1.54467318,76,19.1105,52.3,0.278753601,4.588831726,5.500193922,0.1752,24.265,25.4782,35.04880213
E02000683,1.355246937,66,19.1503,39.3,0.342422681,4.584331224,5.402510708,0.186,25.93825,24.841,22.65932337
E02000685,1.365651934,87,16.4723,42.9,0.414973348,4.655138435,5.588971618,0.15,14.3358,29.028,23.20875982
E02000686,1.625351833,43,17.3836,52.9,0.113943352,4.562292864,5.383413188,0.198,32.29125,27.46475,42.20382684
E02000687,1.403554235,111,18.5177,40.6,0.414973348,4.679427897,5.622727824,0.133,14.9184,33.5182,25.32527881
E02006783,1.568300095,83,16.5313,41.1,0.146128036,4.561101384,5.409329423,0.1946,30.3306,32.389,37.00838169
E02006784,1.463399123,57,16.744,42.2,0.176091259,4.564666064,5.49302005,0.182,26.574,30.3138,29.06692721
E02006798,1.772332056,97,25.6204,62.4,0.230448921,4.607455023,5.423257346,0.1748,16.2264,41.1516,59.20141076
E02000689,1.089749228,42,15.7629,19.9,0.505149978,4.873320602,5.882832362,0.0348,0.9656,28.6404,12.29558588
E02000690,1.027749268,10,10.4576,16.8,0.755874856,4.883661435,6.346674859,0.03175,1.2905,18.195,10.65980518
E02000691,1.394413918,80,19.1644,21.3,0.51851394,4.845718018,5.911739653,0.056,1.4398,27.5648,24.79784367
E02000692,1.061687361,66,15.726,20,0.806179974,4.888740961,5.973105676,0.0254,2.3592,32.5414,11.52623211
E02000693,1.352037085,89,22.7077,34.6,0.342422681,4.765668555,5.596712526,0.0538,7.9784,40.8824,22.49246664
E02000694,1.215826229,116,18.6362,23.1,0.431363764,4.855519156,5.803220784,0.0512,4.4512,32.9736,16.43713905
E02000695,1.242510374,104,18.7956,60.1,0.662757832,4.699837726,5.653878886,0.0812,10.0158,23.7894,17.47875015
E02000696,1.357440772,111,21.5142,46.6,0.491361694,4.685741739,5.511554509,0.0958,14.5954,30.3782,22.77407632
E02000697,1.49867097,72,20.289,22.4,0.431363764,4.866287339,5.786856435,0.0326,0.9922,33.877,31.52615238
E02000698,0.767445807,45,10.8679,17.8,0.556302501,4.848189117,6.045435646,0.0292,0.976,23.4062,5.853906847
E02000699,0.888858735,85,14.9384,17.8,0.414973348,4.848189117,5.777157027,0.038,0.9674,30.0998,7.742099251
E02000700,1.332572566,92,19.2972,43,0.204119983,4.64738297,5.473552657,0.1304,22.0136,24.5276,21.50664003
E02000701,1.48699601,89,18.2617,58.2,0.431363764,4.683047038,5.491176729,0.1036,16.2664,30.259,30.68993792
