MSOAcode,log_Violent,PopDensity,Age16_29%,BAME%,Householdspaces_no_usualresidents,Household_Income,House_Price,Employment_Deprivation,EducationSkills_Deprivation,LivingEnvironment_Deprivation,Violent_Rate
E02000142,1.022937228,48,16.8066,14.8,0.568201724,4.787460475,5.685239995,0.0612,4.0356,15.03,10.54234509
E02000144,1.57783242,47,15.0404,19.6,0.672097858,4.779596491,5.565679025,0.0566,2.943,21.509,37.82965845
E02000145,1.572100267,8,16.0722,19.3,0.431363764,4.650307523,5.397277639,0.1786,35.5928,16.8526,37.33363411
E02000146,1.220903603,51,18.3284,13.1,0.653212514,4.754348336,5.549385861,0.0672,5.3174,17.175,16.63043478
E02000147,0.804579378,36,14.7826,14.2,0.397940009,4.841984805,5.805790291,0.0374,1.839,10.6004,6.376456162
E02000148,1.17582813,24,14.5187,11.3,0.447158031,4.829946696,5.707269472,0.04875,3.606,10.953,14.9909146
E02000149,1.347003204,43,12.7801,11.9,0.322219295,4.671172843,5.467289852,0.1238,24.2682,17.2864,22.23326295
E02000150,1.486983532,28,16.6936,16.4,0.361727836,4.78604121,5.710630089,0.073,8.1012,12.9956,30.68905617
E02000151,0.831944697,36,16.7342,8.9,0.230448921,4.874481818,5.716963575,0.0392,4.2442,8.6678,6.791171477
E02000152,1.428960308,29,11.9237,16,0.785329835,4.680335513,5.551546362,0.14675,20.6885,11.91775,26.8509903
E02000153,1.01925759,35,16.855,8.5,0.230448921,4.85308953,5.713212405,0.047,6.7466,8.3764,10.4534005
E02000154,1.420112518,40,13.9924,13,0.505149978,4.758154622,5.612604806,0.0716,8.4268,18.1604,26.30949534
E02000155,1.122365783,38,15.8933,10.4,0.342422681,4.680335513,5.516151809,0.099,18.651,16.7408,13.25457427
E02000156,1.013298229,32,14.58,10.6,0.447158031,4.784617293,5.674361369,0.04725,4.97925,11.28,10.31093926
E02000157,0.821929444,33,14.822,8,0.397940009,4.86332286,5.662134266,0.0402,3.6028,7.9568,6.636352464
E02000158,1.374956102,36,13.2481,12.2,0.204119983,4.726727209,5.605505444,0.108,16.6378,7.7102,23.71134021
E02000159,1.242131249,12,15.1289,9.8,0.681241237,4.845718018,5.897940879,0.052,6.137,12.933,17.46349843
E02000160,1.133767375,9,14.1283,6.5,0.397940009,4.788168371,5.696778245,0.0542,6.1056,10.3182,13.60715636
E02000161,0.706888671,50,14.9553,11.7,0.230448921,4.820857989,5.605989894,0.0508,4.5404,8.6792,5.09200324
E02000162,1.310113931,5,12.8457,9.5,0.414973348,4.705007959,5.629854879,0.08725,13.2785,9.68825,20.42273636
E02000163,0.955572243,7,13.7104,7.1,0.322219295,4.792391689,5.788029007,0.0564,6.7436,9.2236,9.027598659
E02000165,1.168844222,12,12.5871,4.7,0.301029996,4.772321707,5.476415677,0.0624,17.5304,6.6904,14.75177305
E02006782,1.350220224,30,16.1986,23.2,0.681241237,4.689308859,5.597721506,0.1188,16.0686,15.43,22.39856649
E02006787,1.270003857,53,15.8966,15.5,0.380211242,4.770115295,5.62997911,0.0742,9.407,17.5348,18.62103674
E02006789,1.271679218,3,13.0976,4.1,0.698970004,4.720985744,5.623289616,0.07,12.2915,14.20225,18.69300912
E02000166,1.55496913,28,13.5866,20.6,0.62324929,4.740362689,6.05088955,0.1356,10.8794,37.2542,35.88964227
E02000167,1.074303765,41,12.4942,15.2,0.838849091,4.911690159,6.221406934,0.0418,4.1272,37.164,11.86598418
E02000168,1.359624711,132,19.8778,21.8,0.380211242,4.764176132,5.938867322,0.1132,5.0168,41.998,22.88888889
E02000169,0.90820565,76,21.0113,24.1,0.86923172,4.880241776,6.264098754,0.0366,5.9754,35.7204,8.094791178
E02000170,1.107857811,118,22.2417,25.7,0.69019608,4.815577748,5.921830523,0.082,5.6124,42.9288,12.81910814
E02000171,1.137678165,166,17.7685,22.9,0.544068044,4.752048448,5.996150778,0.093,4.0392,40.6604,13.73024114
E02000172,1.470856613,172,24.8826,37.4,0.204119983,4.619093331,5.829728852,0.198833333,24.20083333,36.6985,29.57036006
E02000173,1.244523717,112,18.2027,29.9,0.707570176,4.858537198,6.199073865,0.0456,6.1134,41.3016,17.55996786
E02000174,1.266478143,177,26.0143,32.1,0.278753601,4.701567985,5.78534265,0.1488,8.91,46.9174,18.47047836
E02000175,1.294365499,142,26.2335,29.7,0.556302501,4.773054693,5.936437332,0.0922,6.005,52.956,19.69543147
E02000176,0.975780022,181,15.1182,22.3,0.740362689,4.84509804,6.056341046,0.0485,8.495,51.81,9.457579972
E02000177,1.537602002,190,23.776,36,0.462397998,4.650307523,5.872254779,0.159,16.2714,40.1508,34.48275862
E02000178,1.41779343,173,25.5306,36.9,0.342422681,4.641474111,5.754744983,0.1572,14.1916,44.6146,26.16937977
E02000179,1.172138609,184,16.7044,33.4,0.716003344,4.751279104,6.02914221,0.10075,7.52975,39.54825,14.86409966
E02000180,1.418341748,172,26.9921,33.9,0.62324929,4.69019608,5.826545142,0.1442,12.384,47.2272,26.20244078
E02000181,1.01725003,151,21.8019,24.2,0.477121255,4.79518459,5.877530289,0.0706,4.9768,43.7752,10.40519035
E02000182,1.274341393,95,20.106,40.3,0.908485019,4.800029359,6.366366168,0.078,9.66225,46.68475,18.80794702
E02000183,1.632977422,108,16.8926,22.8,0.880813592,4.810232518,6.209741218,0.1076,4.794,40.3516,42.95140972
E02000184,1.702253221,143,31.9351,41,0.380211242,4.704150517,5.782822928,0.1634,16.2474,45.8858,50.37942664
E02000185,1.554190783,198,19.779,42,0.716003344,4.6599162,5.722661065,0.179,12.5562,47.563,35.8253781
E02000186,2.058095733,73,29.2543,30.6,0.986771734,4.720159303,6.162014769,0.12425,9.5135,55.53825,114.3130292
E02000187,1.642274906,103,29.2069,52.9,0.322219295,4.614897216,5.813007555,0.1892,28.5642,43.4956,43.88083736
E02000188,1.443384268,164,34.8474,51.6,0.397940009,4.608526034,5.729152636,0.1374,23.8038,44.9394,27.75775054
E02000189,1.675511101,219,35.0606,54.6,0.612783857,4.646403726,5.846147144,0.15,20.01175,66.89625,47.37084164
E02000190,1.408346599,199,35.6862,43,0.86923172,4.615950052,5.729776099,0.1164,12.1746,67.2718,25.60628641
E02000191,1.774946111,127,50.2328,43.2,1.079181246,4.761175813,5.845506705,0.0555,5.25325,69.25325,59.55882353
E02000192,1.543308693,186,24.2575,41.5,0.672097858,4.704150517,5.979374895,0.13825,15.512,64.08375,34.938857
E02000193,1.90881235,74,30.475,35.6,1.06069784,4.770852012,5.932251995,0.0865,5.599,70.433,81.06107341
E02000194,1.437707136,67,16.4812,39.6,0.342422681,4.678518379,5.563007375,0.1176,9.4912,27.3572,27.39726027
E02000195,1.254313545,49,18.0548,53.9,0.397940009,4.694605199,5.620467117,0.083,7.5132,21.8162,17.96029829
E02000196,1.387836363,63,21.0991,64.4,0.322219295,4.666517981,5.599688796,0.124,15.88825,24.22725,24.42510069
E02000197,1.376070956,97,18.3505,64.1,0.414973348,4.650307523,5.557070282,0.11,12.0846,28.1674,23.77228652
E02000198,1.473590042,96,18.1332,62.7,0.431363764,4.610660163,5.420919044,0.1544,21.1624,34.718,29.75706149
E02000199,1.331451148,99,18.0518,66.6,0.361727836,4.666517981,5.461593059,0.1274,13.9168,27.6384,21.45117806
E02000200,1.529710485,71,16.5232,54.2,0.431363764,4.655138435,5.422699795,0.1414,12.5652,39.966,33.86183465
E02000201,1.442507064,106,19.2708,60.2,0.544068044,4.620136055,5.396333626,0.1632,15.9962,37.7828,27.70174094
E02000202,1.327496164,116,18.6522,75.2,0.397940009,4.643452676,5.463612323,0.114333333,13.49733333,25.157,21.25671572
E02000203,1.651536965,103,18.2446,70.9,0.361727836,4.631443769,5.413827639,0.1704,18.6974,32.2834,44.82672024
E02000204,1.515880441,89,19.753,79.7,0.380211242,4.6599162,5.428139656,0.117,13.3445,24.607,32.80049824
E02000206,1.548051827,68,17.7921,63.5,0.672097858,4.587710965,5.378850131,0.172666667,21.41816667,30.42383333,35.32253195
E02000207,1.411140057,74,19.686,54,0.255272505,4.64738297,5.397020068,0.1656,19.4844,24.8714,25.77152139
E02000208,1.603121537,121,20.0772,71.7,0.361727836,4.592176757,5.335987157,0.169,22.9108,31.2536,40.09789157
E02000209,1.372084878,87,18.35,72.3,0.204119983,4.643452676,5.391732347,0.1232,17.4384,29.314,23.55509594
E02000210,1.192741798,109,17.5109,42.8,0.361727836,4.670245853,5.467009891,0.1016,12.6534,27.4658,15.58625576
E02000211,1.046240308,48,16.611,25.4,0.322219295,4.719331287,5.53908112,0.061,11.039,12.4544,11.12347052
E02000212,1.592396675,72,18.0485,70.2,0.322219295,4.629409599,5.405858399,0.1336,25.9362,31.7038,39.1198044
E02000213,1.810227386,102,20.7824,66.7,0.602059991,4.604226053,5.429585957,0.1846,20.8658,40.208,64.59923664
E02000214,1.232265596,62,16.899,32.8,0.322219295,4.760422483,5.569420731,0.065,8.0735,16.478,17.07126077
E02000215,1.392424956,110,19.8397,45.5,0.568201724,4.696356389,5.451172158,0.111333333,10.69766667,41.3445,24.68453532
E02000216,0.94428337,32,12.819,50.8,0.591064607,4.746634199,5.584092523,0.06,4.243,23.981,8.795962509
E02000217,1.705311846,79,20.1356,47.7,0.579783597,4.633468456,5.422924541,0.12,13.23,37.944,50.73548842
E02000218,1.323435185,59,18.256,40,-0.22184875,4.664641976,5.582923142,0.12625,20.7155,13.19325,21.05887587
E02000219,1.206982321,13,15.9618,26,0.278753601,4.759667845,5.62073033,0.0564,7.4722,12.0864,16.10580071
E02000220,1.990146544,73,21.2019,41.8,0.826074803,4.663700925,5.403602612,0.1096,16.075,41.0552,97.75670254
E02000221,1.426192286,38,19.0601,46.2,0.361727836,4.626340367,5.501053782,0.1428,20.3294,22.7588,26.68039693
E02000222,1.297292958,44,17.1481,30.8,0.531478917,4.725094521,5.535130754,0.0812,8.5396,28.0166,19.82864137
E02000223,1.47722467,87,20.1715,38.4,0.230448921,4.522444234,5.361402938,0.1964,47.364,10.0798,30.00714456
E02000224,1.271483895,63,17.8874,31.7,0.447158031,4.73479983,5.498187831,0.081,8.464,31.2554,18.68460389
E02000225,1.4821132,47,18.773,22.3,0.041392685,4.599883072,5.420312285,0.1572,44.1752,14.5294,30.34682081
E02000226,1.08351775,23,17.0338,23.1,0.146128036,4.78604121,5.629545168,0.0584,8.9116,11.0378,12.12042226
E02000227,1.278690147,25,17.0021,20,0,4.681241237,5.444457024,0.09625,17.99775,14.704125,18.99722415
E02000228,0.813309512,25,13.3435,20.5,0.278753601,4.825426118,5.696459489,0.0406,2.8192,9.7846,6.505931879
E02000229,1.600811546,50,17.616,25.3,0.204119983,4.561101384,5.414448537,0.189,46.13125,15.002,39.88517903
E02000230,1.363578422,40,16.2833,31.7,0.447158031,4.761175813,5.599250812,0.082333333,3.998833333,18.58433333,23.09821514
E02000231,1.021937895,23,16.2706,32.5,0.278753601,4.821513528,5.810754568,0.0556,2.5252,10.0296,10.51811453
E02000232,1.108111664,14,14.9802,17,0.113943352,4.731588765,5.636648345,0.07475,11.62425,7.6655,12.82660333
E02000233,1.125145593,40,15.5153,24.7,0.322219295,4.737987326,5.576587803,0.09275,10.01525,15.86375,13.33968556
E02000234,1.214822754,27,15.4738,26.3,0.397940009,4.7355989,5.552961296,0.088,11.7264,16.8298,16.39920347
E02000235,1.03809237,13,15.0735,18.7,0.342422681,4.787460475,5.6230714,0.0635,9.176,13.39575,10.91672498
E02000236,0.924508338,22,14.1984,15.9,0.146128036,4.79518459,5.605904885,0.0594,8.735,10.2536,8.404431427
E02000237,1.12781543,16,13.2395,14,0.255272505,4.731588765,5.600357481,0.076,13.8116,9.8228,13.42194423
E02006788,1.37822232,55,17.7154,49.8,0.204119983,4.624282096,5.488281314,0.1522,25.2352,19.8832,23.89033943
E02000238,1.295500943,64,17.474,52.3,0.397940009,4.682145076,5.507291732,0.0828,15.8422,21.2068,19.74699167
E02000239,1.149464712,38,18.7292,58.4,0.342422681,4.725094521,5.575488051,0.0572,9.378,19.6962,14.10797601
E02000240,1.372863711,59,16.8413,52.8,0.342422681,4.643452676,5.477092301,0.147,23.54266667,23.92216667,23.59737589
E02000241,1.464539648,52,18.0159,48.8,0.414973348,4.681241237,5.528522058,0.0815,13.9635,24.27075,29.14336179
E02000242,1.153724758,79,19.49,63.6,0.361727836,4.697229343,5.603794786,0.07475,13.84575,23.18725,14.24704374
E02000243,1.44158267,30,17.5688,51,0.397940009,4.658011397,5.497063788,0.1044,11.9486,23.7066,27.64284062
E02000244,1.218332176,41,16.0484,46.1,0.431363764,4.689308859,5.59778401,0.076,9.91175,22.03375,16.53225806
E02000245,1.541837597,52,17.9869,56.5,0.146128036,4.598790507,5.375934164,0.1736,23.361,27.1892,34.82070794
E02000246,1.437485022,43,18.407,54.5,0.255272505,4.648360011,5.490452928,0.1488,22.8958,23.1842,27.3832519
E02000247,1.455264003,74,16.9724,57.8,0.447158031,4.669316881,5.431405583,0.132666667,20.42866667,25.16933333,28.52751897
E02000248,1.360650924,44,19.4884,47,0.505149978,4.688419822,5.691669293,0.068,8.32275,36.88625,22.94303797
E02000249,1.390309622,60,18.144,55,0.544068044,4.656098202,5.558366519,0.1165,16.5545,29.26225,24.56459579
E02000250,0.874654303,64,12.7381,24.2,0.255272505,4.814247596,5.848826846,0.045,0.82025,23.567,7.492975336
E02000251,1.321335521,82,18.3959,72.1,0.414973348,4.687528961,5.538900337,0.0928,14.0316,20.0912,20.95730918
E02000252,1.611156332,34,29.6695,51.2,0.544068044,4.574031268,5.573548064,0.1366,20.0462,32.7982,40.84663944
E02000253,1.374790009,81,15.9374,45.3,0.301029996,4.629409599,5.580409444,0.178166667,18.87466667,22.36433333,23.7022737
E02000254,1.344031642,84,18.4014,87.4,0.491361694,4.678518379,5.46457151,0.116,16.2872,19.5594,22.08165612
E02000255,1.233767183,59,16.7594,38.5,0.397940009,4.737987326,5.767225645,0.115666667,7.466166667,26.50883333,17.13038734
E02000256,1.261899266,80,19.1849,30.8,0.568201724,4.781036939,5.82859159,0.065,1.731,31.389,18.2767624
E02000257,1.619441512,63,20.3371,37.3,0.579783597,4.781755375,5.805005793,0.066375,3.901,33.5515,41.63336482
E02000258,1.148865241,68,21.3605,41.1,0.556302501,4.73239376,5.807867724,0.10175,6.76325,26.2515,14.08851573
E02000259,1.322704359,48,16.2484,30.7,0.342422681,4.737192643,5.713826424,0.07875,4.40175,30.39725,21.02346806
E02000260,1.739625102,84,17.5963,90.4,0.851258349,4.666517981,5.461504529,0.1334,21.4558,32.2734,54.90666958
E02000261,1.306699956,90,24.5189,49.1,0.62324929,4.641474111,5.746487074,0.112,11.058,36.53,20.26282323
E02000262,1.729544678,131,20.0932,37.2,0.544068044,4.675778342,5.755727018,0.1264,7.3186,37.5362,53.64690582
E02000263,1.444268939,98,17.8489,93.9,0.792391689,4.658964843,5.449657326,0.142,27.75616667,28.91383333,27.81435155
E02000264,1.323698412,58,22.5045,33.4,0.62324929,4.766412847,5.864961161,0.077,4.1422,39.758,21.07164359
E02000265,1.608623761,107,17.8126,38.3,0.491361694,4.710963119,5.720655357,0.1275,8.640333333,34.83133333,40.60913706
E02000266,1.835505341,30,19.8368,77.3,0.462397998,4.59439255,5.479488932,0.190285714,26.23542857,22.61585714,68.47079038
E02000267,1.368735334,96,15.1519,28.7,0.544068044,4.717670503,5.685507963,0.0855,8.673,33.21,23.37412347
E02000268,1.372576169,68,17.931,26.9,0.380211242,4.765668555,5.804702219,0.109333333,7.3525,27.33183333,23.58175751
E02000269,1.316489208,91,16.4061,23.4,0.462397998,4.816903839,5.844260907,0.0472,1.276,32.486,20.72474559
E02000270,1.459758364,99,17.8508,52,0.397940009,4.633468456,5.677768415,0.1924,18.0632,31.4476,28.82427307
E02000271,1.162971581,89,15.1238,17.2,0.602059991,4.840106094,5.999409392,0.04675,1.73725,28.6485,14.55363841
E02000272,1.020866891,54,14.5194,25.9,0.301029996,4.786751422,5.808242716,0.06,3.0935,20.47925,10.49220799
E02000274,1.479365569,97,19.4972,91.6,0.792391689,4.635483747,5.41764106,0.140714286,25.92785714,30.39428571,30.15543299
E02000275,1.550805891,64,17.5999,83,0.672097858,4.660865478,5.697751403,0.13275,18.58475,31.19325,35.54724041
E02000276,1.283665361,78,17.5995,24.4,0.505149978,4.810232518,5.730164299,0.05925,3.00375,30.46075,19.21610493
E02006791,1.139887492,98,16.5455,24.3,0.662757832,4.80140371,5.848112724,0.0845,5.66275,29.158,13.8002671
E02000277,1.321026624,71,20.3651,35.1,0.342422681,4.651278014,5.441360451,0.12525,25.998,25.54425,20.94240838
E02000278,1.438680916,73,19.7014,39.1,0.278753601,4.618048097,5.435449373,0.1898,37.1708,22.7246,27.45875966
E02000279,1.401956794,48,20.29,48.2,0.146128036,4.645422269,5.38110244,0.163833333,27.41066667,23.81316667,25.23229734
E02000280,1.350726005,6,15.1016,17.9,0.361727836,4.699837726,5.618634783,0.1092,16.544,24.2716,22.42466713
E02000281,1.362887502,47,17.5468,31.8,0.113943352,4.64738297,5.470013358,0.1492,21.6136,28.885,23.06149733
E02000282,1.523610035,75,19.2227,42.8,0.322219295,4.57054294,5.353450735,0.2024,39.0596,28.8764,33.38950916
E02000283,1.346184718,76,20.7813,39.6,0.230448921,4.621176282,5.462036934,0.145,34.5936,22.8168,22.19140083
E02000284,1.303117587,66,15.9243,18.8,0.579783597,4.716837723,5.534555318,0.095,10.316,24.4238,20.09636855
E02000285,1.102770493,67,15.8754,17.5,0.342422681,4.746634199,5.621393375,0.082,8.773,16.39725,12.6698214
E02000286,1.368719431,42,14.1414,19.2,0.556302501,4.711807229,5.604578099,0.1,5.3134,16.3968,23.37326756
E02000287,1.13749201,8,17.3071,23.7,0.462397998,4.780317312,5.952744508,0.0655,5.69425,10.37225,13.72435712
E02000288,1.595109831,51,20.1745,49.3,0.301029996,4.641474111,5.439436912,0.170833333,26.58783333,28.03066667,39.36496147
E02000289,0.897052032,19,15.6274,23,0.342422681,4.748188027,5.788653322,0.07225,7.028,10.8175,7.889546351
E02000290,1.506216757,14,20.0171,54.8,0.113943352,4.587710965,5.39854933,0.2085,35.941,31.637,32.07869974
E02000291,1.411328206,84,17.9865,29.8,0.568201724,4.668385917,5.526278524,0.1166,13.7598,31.4768,25.78268877
E02000292,1.21497791,53,18.8456,33.3,0.301029996,4.683047038,5.516207381,0.108166667,16.19916667,25.24083333,16.40506329
E02000293,0.973821855,30,14.9406,19.1,0.301029996,4.786751422,5.736755742,0.05525,3.2165,15.3745,9.415033184
E02000294,1.37407985,62,19.9849,51,0.301029996,4.63447727,5.475188694,0.1498,29.36,24.4752,23.66354738
E02000295,1.095530361,54,16.0512,30.6,0.361727836,4.719331287,5.669501905,0.0888,7.494,13.4612,12.46035342
E02000296,1.311821004,56,19.374,31.5,0.477121255,4.654176542,5.579785882,0.1032,9.6468,21.6302,20.50316957
E02000297,1.059986337,60,17.7389,24.9,0.342422681,4.725094521,5.625149817,0.075666667,7.699166667,17.28683333,11.48117501
E02000298,0.982913804,41,15.2732,19.3,0.301029996,4.791690649,5.855859432,0.0564,2.7312,15.2842,9.614214433
E02000299,1.478950611,112,19.0768,59.3,0.113943352,4.631443769,5.4334626,0.1684,31.138,29.0326,30.12663399
E02000300,1.38414376,113,19.8749,57,0.380211242,4.613841822,5.423355663,0.1582,27.7352,30.2716,24.21830586
E02000301,1.409612019,60,19.8202,58.2,0.113943352,4.552668216,5.382697685,0.201166667,35.48366667,34.95183333,25.68100523
E02000302,1.117835101,55,17.4318,35.4,0.079181246,4.691081492,5.659779333,0.108,13.8856,17.0796,13.1170176
E02000303,1.461088706,72,21.4445,55.3,0.278753601,4.583198774,5.416598906,0.2112,40.65,29.6684,28.91270373
E02000304,0.789501306,46,16.6164,26.4,0.176091259,4.773786445,5.814984339,0.0478,1.6982,17.0484,6.158873806
E02000305,1.246220827,97,18.9939,27.4,0.462397998,4.73239376,5.67843825,0.081,4.7662,30.5308,17.62872192
E02000306,1.678936099,47,20.1025,62.2,0,4.550228353,5.345085412,0.211,38.389,32.6732,47.74590164
E02000307,1.217035492,91,20.0675,48.4,0.113943352,4.670245853,5.505773828,0.119333333,22.2175,23.3925,16.48297091
E02000308,1.266074522,72,21.0999,40.6,0.176091259,4.661812686,5.680542185,0.1166,14.3794,28.0022,18.45332038
E02000309,1.548730363,72,20.6956,61.3,0.255272505,4.571708832,5.407336508,0.1845,32.41416667,40.51633333,35.37776255
E02000311,1.239251592,75,21.8305,43.9,0.146128036,4.608526034,5.544332263,0.128333333,18.84233333,27.74783333,17.34808702
E02000312,1.217266851,87,22.2947,34.5,0.342422681,4.716003344,5.58940332,0.098333333,9.818,29.048,16.49175412
E02006793,1.591542594,101,20.3524,58.9,0.146128036,4.542825427,5.362644551,0.197,40.8534,26.5444,39.04294724
E02000313,1.446962217,100,18.3564,50.7,0,4.57863921,5.301205849,0.17775,22.96475,14.55325,27.98737824
E02000314,1.532638583,48,21.186,61.1,0.079181246,4.671172843,5.341487942,0.115142857,10.35942857,17.67685714,34.09090909
E02000315,1.576888479,81,17.5949,47.7,0.146128036,4.547774705,5.374423878,0.1948,25.069,21.2164,37.74752475
E02000316,1.726905478,68,23.9285,46.9,0.414973348,4.655138435,5.484240031,0.114625,17.081125,35.105125,53.32188305
E02000317,1.546481155,133,19.4669,51.7,0.414973348,4.564666064,5.490586277,0.1924,22.1158,21.1968,35.195015
E02000318,1.569323827,97,21.2322,65,0.414973348,4.547774705,5.418644282,0.1172,19.9558,30.297,37.09572188
E02000319,1.432816978,129,22.0666,58.4,0.342422681,4.605305046,5.420963529,0.120833333,17.15833333,23.73516667,27.09049736
E02000320,1.412223028,50,19.3838,44.3,0.176091259,4.641474111,5.457454959,0.13325,18.3305,20.30075,25.83586626
E02000321,1.452320808,124,20.1578,49.8,0.255272505,4.540329475,5.379541188,0.18825,26.0465,26.31475,28.3348428
E02000323,1.665335886,146,21.2358,61,0.69019608,4.604226053,5.417918214,0.167166667,22.20766667,28.37716667,46.27387678
E02000324,1.46279404,60,19.7791,39.9,0.278753601,4.630427875,5.571112286,0.16075,16.775,26.74825,29.02645774
E02000326,1.268899659,101,17.218,32.4,0.414973348,4.748962861,5.631151435,0.11075,8.897,28.115,18.57375271
E02000327,1.723124026,37,25.0578,52.4,0.716003344,4.612783857,5.475817865,0.15575,22.174,16.471,52.85961872
E02000328,1.22471539,78,16.8801,18.4,0.73239376,4.781036939,5.808761765,0.0975,4.6645,26.7105,16.77704194
E02000329,1.318005433,36,17.5674,35.9,0.414973348,4.641474111,5.465718853,0.11925,17.34025,19.8235,20.79722704
E02000331,1.508913089,80,20.3038,35.3,0.447158031,4.675778342,5.48928473,0.13875,17.89775,24.13375,32.27848101
E02000332,1.391633311,38,16.7628,31.5,0.531478917,4.699837726,5.525024064,0.101,8.1612,20.0444,24.6395806
E02000333,1.372216546,51,18.5708,15.4,0.612783857,4.826074803,5.76011324,0.06825,2.9025,31.1015,23.56223841
E02000334,1.406227813,46,17.6507,31.7,0.322219295,4.665580991,5.561246919,0.13425,18.6,18.0435,25.48166563
E02000335,1.007299239,52,14.8268,11.6,0.176091259,4.73479983,5.543878154,0.07475,11.38475,19.20975,10.16949153
E02000337,1.386475297,59,18.3467,19.9,0.041392685,4.640481437,5.51235882,0.1718,32.4992,25.6964,24.348673
E02000339,1.473990859,50,15.1933,11,0.431363764,4.720985744,5.646277243,0.09325,5.5315,24.7605,29.78453739
E02000340,1.573089172,19,18.2337,14.8,0.544068044,4.687528961,5.569492125,0.088,9.68075,23.933,37.41874108
E02000341,1.584866583,45,17.6637,23.5,0.204119983,4.607455023,5.490061068,0.2112,34.2432,20.7466,38.44736519
E02000342,1.225318672,49,31.5423,18.7,0.380211242,4.621176282,5.462833571,0.106,26.199,18.644,16.80036325
E02000343,1.401678578,55,17.2334,19.9,0.041392685,4.664641976,5.542919991,0.15025,25.3825,15.5895,25.21613833
E02000344,1.139497457,51,17.5152,16.6,0,4.71432976,5.551617096,0.08125,13.619,12.0945,13.78787879
E02006786,1.405972104,60,19.9333,41.7,0.447158031,4.600972896,5.409657588,0.1425,20.9795,22.131,25.46666667
E02006927,1.394017969,38,16.3496,29.1,0.505149978,4.733197265,5.661483292,0.1198,12.3772,22.4166,24.77524566
E02006928,1.456059023,190,34.8322,41.4,0.579783597,4.678518379,5.681501736,0.0855,9.27375,36.04975,28.57978931
E02006929,1.757913534,33,26.6066,38,0.602059991,4.730782276,5.609714971,0.1126,13.0306,30.3278,57.26820014
E02006930,1.522415745,86,24.0543,22.1,0.462397998,4.759667845,5.656662514,0.07775,5.418,41.9055,33.29781566
E02006931,1.539115944,47,22.5608,26.7,0.544068044,4.816903839,5.814436726,0.0842,5.5296,43.3694,34.6031746
E02000345,1.294472925,156,20.2766,29.2,0.51851394,4.609594409,5.674845532,0.0994,40.3972,48.9242,19.70030389
E02000346,1.606717349,115,21.2489,56.6,1.045322979,4.541579244,5.639483501,0.22875,33.40075,40.87025,40.43126685
E02000347,1.209413277,126,20.8006,31.4,0.633468456,4.57863921,5.691510268,0.135,27.848,43.5242,16.19620546
E02000348,1.247926757,157,19.0797,43.1,0.176091259,4.531478917,5.645078235,0.159,35.0016,37.8502,17.69810459
E02000350,1.304203904,180,22.1907,40.4,0.491361694,4.716003344,5.750205131,0.1054,11.381,48.2254,20.14669927
E02000351,1.317765116,176,29.3612,33.7,0.51851394,4.718501689,5.720738803,0.1165,8.268666667,45.2265,20.78572206
E02000352,1.303057462,95,17.8365,33.2,0.230448921,4.709269961,5.745581433,0.12975,11.3745,41.5875,20.09358657
E02000353,1.477877973,147,22.0465,32.3,0.397940009,4.775974331,5.858424098,0.0946,3.7546,51.3956,30.0523178
E02000354,1.431135168,132,22.0273,54.3,0.591064607,4.587710965,5.656573461,0.169166667,18.599,42.5495,26.98579193
E02000355,1.441426357,137,21.9731,48.6,0.431363764,4.662757832,5.790942794,0.1402,10.0462,53.8664,27.63289313
E02000356,1.391313828,188,19.3548,28.6,0.568201724,4.740362689,5.816414983,0.10925,4.22925,42.41275,24.62146149
E02000357,1.466644798,44,18.6413,69.1,0.113943352,4.593286067,5.481952589,0.24125,25.584,31.57175,29.28497101
E02000358,1.57206504,190,22.5092,45.1,0.322219295,4.649334859,5.734568624,0.146833333,13.77016667,43.72533333,37.33060598
E02000359,1.337115459,157,22.6517,49.9,0.301029996,4.657055853,5.787371198,0.14825,11.01875,46.154,21.7327888
E02000360,1.407028499,217,21.1138,59.5,0.301029996,4.625312451,5.582705235,0.167,17.08416667,38.0165,25.52868818
E02000361,1.845694684,142,26.0782,46.5,0.462397998,4.679427897,5.710668138,0.14275,12.61125,51.882,70.09623381
E02000362,1.721367676,55,22.5388,51.2,0.278753601,4.582063363,5.557936472,0.223,21.80275,37.6255,52.64627845
E02000363,1.690184751,197,20.1449,63,0.204119983,4.522444234,5.592747296,0.217,26.30316667,37.5335,48.99872177
E02000364,1.502446173,147,22.0866,36.8,0.278753601,4.717670503,5.900120139,0.1348,6.8656,45.4838,31.80139516
E02000365,1.573420847,152,27.0966,37.3,0.397940009,4.698100546,5.809373837,0.12475,9.34725,46.09975,37.44732907
E02000366,1.433663127,141,21.4719,41.3,0.255272505,4.656098202,5.819990503,0.184,18.6412,37.2164,27.14333002
E02000367,1.588270441,150,23.6745,39.2,0.230448921,4.687528961,5.78973579,0.134,9.9595,43.34666667,38.74988709
E02000368,1.444123989,160,24.0715,53.9,0.113943352,4.610660163,5.71333427,0.196333333,19.154,36.58833333,27.80506976
E02000369,1.479416447,207,23.5329,49.6,0.113943352,4.62838893,5.670669733,0.165,15.31316667,47.12666667,30.15896598
E02000370,1.400662867,182,26.4376,47.5,0.146128036,4.692846919,5.796213427,0.16225,18.54225,42.50925,25.1572327
