MSOAcode,MSOAName,Population,PopDensity,Age16_29%,BAME%,Householdspaces_no_usualresidents,Household_Income,House_Price
E02000595,Kensington and Chelsea 019,"7,623",120,16.3584,17.1,1.021189299,4.862727528,6.426275344
E02000596,Kensington and Chelsea 020,"8,341",152,24.0019,18,1.008600172,4.898176483,6.218752336
E02000597,Kensington and Chelsea 021,"7,303",185,17.2943,36.1,0.806179974,4.655138435,5.978913768
E02000598,Kingston upon Thames 001,"8,172",61,11.6251,17.8,0.431363764,4.837588438,5.82598599
E02000599,Kingston upon Thames 002,"8,066",19,24.2003,36.3,0.698970004,4.890979597,6.164447141
E02000600,Kingston upon Thames 003,"9,175",83,23.3025,28.1,0.544068044,4.776701184,5.662032143
E02000601,Kingston upon Thames 004,"12,424",116,18.7299,21.2,0.653212514,4.828015064,5.778421153
E02000602,Kingston upon Thames 005,"10,721",99,31.2378,28.6,0.414973348,4.699837726,5.629678656
E02000603,Kingston upon Thames 006,"8,235",62,19.235,36.4,0.556302501,4.705007959,5.631083399
E02000604,Kingston upon Thames 007,"9,083",59,15.7327,36.4,0.342422681,4.772321707,5.682807299
E02000605,Kingston upon Thames 008,"8,428",59,13.8942,30.6,0.505149978,4.773054693,5.681468278
E02000606,Kingston upon Thames 009,"9,934",66,21.6026,23.4,0.662757832,4.770115295,5.680706183
E02000607,Kingston upon Thames 010,"7,969",55,35.8389,17,0.342422681,4.794488047,5.726726394
E02000608,Kingston upon Thames 011,"9,160",112,38.7555,22,0.62324929,4.796574333,5.627144556
E02000609,Kingston upon Thames 012,"7,710",52,14.7211,40.7,0.322219295,4.715167358,5.69858418
E02000610,Kingston upon Thames 013,"8,369",75,22.428,20.5,0.643452676,4.795880017,5.676399104
E02000611,Kingston upon Thames 014,"7,593",42,12.6696,22.3,0.176091259,4.843855423,5.753603739
E02000612,Kingston upon Thames 015,"8,334",44,13.5229,27.2,0.431363764,4.770115295,5.666949253
E02000613,Kingston upon Thames 016,"8,281",69,14.2495,19.1,0.477121255,4.771587481,5.719567433
E02000614,Kingston upon Thames 017,"8,924",30,17.9852,35.3,0.477121255,4.709269961,5.481763572
E02000615,Kingston upon Thames 018,"7,863",48,14.6,16.8,0.322219295,4.738780558,5.528743205
E02000616,Kingston upon Thames 019,"6,131",47,14.9894,11.6,0.176091259,4.733197265,5.506251958
E02000617,Kingston upon Thames 020,"8,953",13,16.1398,15.4,0.230448921,4.717670503,5.545018728
E02000619,Lambeth 002,"8,703",159,22.475,47.3,0.72427587,4.668385917,5.755161112
E02000620,Lambeth 003,"10,258",141,26.4866,41.1,0.681241237,4.720985744,5.777574704
E02000621,Lambeth 004,"11,089",152,27.4506,37.3,0.770852012,4.668385917,5.94716159
E02000622,Lambeth 005,"9,015",116,30.66,39.7,0.568201724,4.749736316,5.810651148
E02000623,Lambeth 006,"8,270",180,21.9468,46.7,0.255272505,4.651278014,5.702473619
E02000624,Lambeth 007,"8,613",150,29.6761,51.6,0.51851394,4.686636269,5.640459573
E02000625,Lambeth 008,"8,476",153,26.6635,50.9,0.176091259,4.650307523,5.645321053
E02000626,Lambeth 009,"8,664",156,22.7262,64.7,0.322219295,4.591064607,5.63577318
E02000627,Lambeth 010,"9,953",189,33.6381,43.4,0.342422681,4.716837723,5.728359464
E02000628,Lambeth 011,"9,728",148,25.4112,60.8,0.342422681,4.574031268,5.606349114
E02000629,Lambeth 012,"9,272",144,33.6497,29.4,0.278753601,4.782472624,5.858881729
E02000630,Lambeth 013,"7,962",117,31.06,25.7,0.491361694,4.822821645,5.966428507
E02000631,Lambeth 014,"9,744",91,22.1778,37.3,0.51851394,4.745074792,5.806954228
E02000632,Lambeth 015,"9,066",172,40.7126,29.7,0.278753601,4.761175813,5.757596426
E02000633,Lambeth 016,"9,150",145,27.4098,50,0.301029996,4.644438589,5.730359076
E02000634,Lambeth 017,"6,665",128,31.4179,39.3,0.230448921,4.667452953,5.743952457
E02000635,Lambeth 018,"9,591",77,25.5761,46,0.301029996,4.693726949,5.780174685
E02000636,Lambeth 019,"8,034",87,26.7986,18.3,0.342422681,4.893761762,5.968467071
E02000637,Lambeth 020,"9,208",158,28.3992,36.8,0.414973348,4.689308859,5.735829557
E02000638,Lambeth 021,"10,955",160,27.7134,46.6,0.380211242,4.684845362,5.640230925
E02000639,Lambeth 022,"8,463",145,23.2187,55.7,0.146128036,4.5774918,5.558721767
E02000640,Lambeth 023,"9,774",119,25.7111,28.4,0.204119983,4.820201459,5.75612774
E02000641,Lambeth 024,"9,115",149,22.1284,61.7,0.230448921,4.635483747,5.562100066
E02000642,Lambeth 025,"9,859",91,18.6124,37.9,0.230448921,4.702430536,5.710630934
E02000643,Lambeth 026,"9,369",134,22.6812,37.5,0.301029996,4.717670503,5.660537263
E02000644,Lambeth 027,"9,123",101,20.0153,40.9,0.505149978,4.694605199,5.637059224
E02000645,Lambeth 028,"9,703",86,18.6128,38.5,0.612783857,4.720985744,5.687444234
E02000646,Lambeth 029,"10,338",109,23.7377,36.1,0.491361694,4.739572344,5.649258899
E02000647,Lambeth 030,"9,200",95,17.7609,41.5,0.51851394,4.706717782,5.675433701
E02000648,Lambeth 031,"8,391",119,15.898,55.5,0.322219295,4.5774918,5.564200753
E02000649,Lambeth 032,"13,405",129,23.0884,39.9,0.886490725,4.7084209,5.608750611
E02000650,Lambeth 033,"7,781",101,15.8591,43.9,0.414973348,4.671172843,5.642257711
E02000651,Lambeth 034,"9,320",83,20.8262,45.2,0.698970004,4.678518379,5.656908512
E02000652,Lambeth 035,"8,102",118,18.1807,59.6,0.301029996,4.658011397,5.595542515
E02006801,Lambeth 036,"10,072",88,41.809,40.2,0.897627091,4.750508395,5.864967681
E02000653,Lewisham 001,"10,053",149,29.5036,56.2,0.380211242,4.636487896,5.577610123
E02000654,Lewisham 002,"8,708",92,23.7942,66,0.322219295,4.587710965,5.501474178
E02000655,Lewisham 003,"8,954",92,26.9042,57.3,0.414973348,4.629409599,5.503238956
E02000657,Lewisham 005,"9,943",114,34.2653,47.1,0.301029996,4.615950052,5.599381926
E02000658,Lewisham 006,"8,720",113,26.2729,43.9,0.431363764,4.669316881,5.631138235
E02000659,Lewisham 007,"8,129",79,20.1501,36.1,0.380211242,4.711807229,5.750796029
E02000660,Lewisham 008,"8,604",106,24.8489,38.6,0.342422681,4.680335513,5.620834322
E02000661,Lewisham 009,"6,862",53,17.5022,23.1,0.322219295,4.773786445,5.774206645
E02000662,Lewisham 010,"8,902",116,20.8043,55.1,0.301029996,4.656098202,5.632851926
E02000663,Lewisham 011,"7,440",113,24.9462,45.9,0.361727836,4.716837723,5.646706548
E02000664,Lewisham 012,"11,847",84,25.5592,53.2,0.568201724,4.597695186,5.504790179
E02000665,Lewisham 013,"8,799",110,19.6727,33.6,0.462397998,4.706717782,5.675812241
E02000666,Lewisham 014,"7,428",78,20.9882,44.8,0.146128036,4.701567985,5.662125757
E02000667,Lewisham 015,"6,992",96,16.8335,41.9,0.342422681,4.733999287,5.683473015
E02000668,Lewisham 016,"7,300",72,14.9726,33.8,0.301029996,4.721810615,5.669026634
E02000669,Lewisham 017,"8,009",125,20.04,49.4,0.176091259,4.697229343,5.549474106
E02000670,Lewisham 018,"6,746",108,17.7142,61.7,0.230448921,4.582063363,5.467624382
E02000671,Lewisham 019,"8,776",88,16.6591,37.8,0.380211242,4.704150517,5.651278014
E02000672,Lewisham 020,"8,980",77,19.5768,57.1,0.301029996,4.609594409,5.518478405
E02000673,Lewisham 021,"8,443",80,15.9422,34.2,0.301029996,4.748188027,5.677413484
E02000674,Lewisham 022,"8,406",103,17.4875,55.7,0.041392685,4.689308859,5.596612488
E02000675,Lewisham 023,"8,817",62,16.7858,36.1,0.361727836,4.687528961,5.541330826
E02000676,Lewisham 024,"8,067",108,16.9704,41.2,0.431363764,4.716003344,5.660583759
E02000677,Lewisham 025,"7,550",72,19.0993,56.6,0.301029996,4.693726949,5.588345671
E02000678,Lewisham 026,"6,551",63,17.4172,48,0.380211242,4.614897216,5.426740547
E02000679,Lewisham 027,"8,413",90,18.7448,43.7,0.255272505,4.648360011,5.58177677
E02000680,Lewisham 028,"7,609",99,18.4913,43,0.431363764,4.646403726,5.644949397
E02000681,Lewisham 029,"8,645",64,15.8357,50,0.041392685,4.57634135,5.510689751
E02000682,Lewisham 030,"9,016",76,19.1105,52.3,0.278753601,4.588831726,5.500193922
E02000683,Lewisham 031,"6,355",66,19.1503,39.3,0.342422681,4.584331224,5.402510708
E02000685,Lewisham 033,"8,402",87,16.4723,42.9,0.414973348,4.655138435,5.588971618
E02000686,Lewisham 034,"7,369",43,17.3836,52.9,0.113943352,4.562292864,5.383413188
E02000687,Lewisham 035,"8,608",111,18.5177,40.6,0.414973348,4.679427897,5.622727824
E02006783,Lewisham 037,"7,755",83,16.5313,41.1,0.146128036,4.561101384,5.409329423
E02006784,Lewisham 038,"8,188",57,16.744,42.2,0.176091259,4.564666064,5.49302005
E02006798,Lewisham 039,"7,939",97,25.6204,62.4,0.230448921,4.607455023,5.423257346
E02000689,Merton 001,"8,133",42,15.7629,19.9,0.505149978,4.873320602,5.882832362
E02000690,Merton 002,"5,441",10,10.4576,16.8,0.755874856,4.883661435,6.346674859
E02000691,Merton 003,"7,420",80,19.1644,21.3,0.51851394,4.845718018,5.911739653
E02000692,Merton 004,"7,548",66,15.726,20,0.806179974,4.888740961,5.973105676
E02000693,Merton 005,"9,292",89,22.7077,34.6,0.342422681,4.765668555,5.596712526
E02000694,Merton 006,"9,004",116,18.6362,23.1,0.431363764,4.855519156,5.803220784
E02000695,Merton 007,"8,353",104,18.7956,60.1,0.662757832,4.699837726,5.653878886
E02000696,Merton 008,"8,255",111,21.5142,46.6,0.491361694,4.685741739,5.511554509
E02000697,Merton 009,"8,374",72,20.289,22.4,0.431363764,4.866287339,5.786856435
E02000698,Merton 010,"7,858",45,10.8679,17.8,0.556302501,4.848189117,6.045435646
E02000699,Merton 011,"7,879",85,14.9384,17.8,0.414973348,4.848189117,5.777157027
E02000700,Merton 012,"8,509",92,19.2972,43,0.204119983,4.64738297,5.473552657
E02000701,Merton 013,"8,537",89,18.2617,58.2,0.431363764,4.683047038,5.491176729
E02000702,Merton 014,"8,591",55,17.658,52.5,0.556302501,4.615950052,5.45715949
E02000703,Merton 015,"7,795",53,15.7793,27.8,0.531478917,4.804820679,5.795600589
E02000704,Merton 016,"8,087",48,17.7569,23.9,0.397940009,4.733197265,5.696363379
E02000705,Merton 017,"8,778",71,18.3071,59.2,0.662757832,4.700703717,5.534390405
E02000706,Merton 018,"9,384",104,17.6257,53.2,0.414973348,4.587710965,5.419892994
E02000707,Merton 019,"7,657",66,18.5321,58.3,0.397940009,4.620136055,5.443023473
E02000708,Merton 020,"8,456",51,14.4158,31,0.447158031,4.786751422,5.699440525
E02000709,Merton 021,"7,728",45,13.8458,24.1,0.255272505,4.767155866,5.666541379
E02000710,Merton 022,"8,635",27,16.0278,40.9,0.278753601,4.63748973,5.465085288
E02000711,Merton 023,"8,663",65,18.0076,40.3,0.361727836,4.62838893,5.485323851
E02000712,Merton 024,"8,777",54,17.318,33.5,0.176091259,4.625312451,5.510154774
E02000713,Merton 025,"7,411",48,14.1816,21.1,0.342422681,4.741939078,5.547887878
E02000714,Newham 001,"8,275",151,24.4471,68.8,0.204119983,4.629409599,5.553379293
E02000715,Newham 002,"7,657",179,20.9612,81.9,0,4.557507202,5.387818569
E02000716,Newham 003,"7,664",49,21.6858,76.2,0.414973348,4.609594409,5.493458051
E02000717,Newham 004,"8,571",172,22.9028,84.4,0.146128036,4.593286067,5.424424244
E02000718,Newham 005,"7,431",119,19.8762,82.7,0.113943352,4.574031268,5.368420779
E02000719,Newham 006,"8,195",118,27.4924,64.2,0.462397998,4.615950052,5.50198714
E02000720,Newham 007,"7,620",145,23.8583,78,0.079181246,4.626340367,5.609030634
E02000721,Newham 008,"9,851",167,27.1648,84.5,0.278753601,4.587710965,5.453617961
E02000722,Newham 009,"8,367",185,29.0188,59.8,0.397940009,4.64738297,5.500202158
E02000723,Newham 010,"10,684",150,24.635,91.6,0.255272505,4.6599162,5.410868299
E02000724,Newham 011,"9,887",199,23.8293,88.1,0.204119983,4.587710965,5.464341976
E02000725,Newham 012,"9,257",117,32.3539,58.4,0.255272505,4.674861141,5.541989633
E02000726,Newham 013,"17,882",53,41.6396,60.1,0.633468456,4.691081492,5.504741278
E02000727,Newham 014,"8,486",215,23.5093,90.4,0.255272505,4.605305046,5.39208112
E02000728,Newham 015,"8,446",129,21.0869,85.4,0.204119983,4.681241237,5.43250109
E02000729,Newham 016,"7,191",102,24.4472,70.4,0.255272505,4.629409599,5.516110787
E02000730,Newham 017,"9,147",182,23.6034,89.3,0.477121255,4.639486489,5.47877133
E02000731,Newham 018,"10,401",179,25.3437,85,0.041392685,4.649334859,5.470885103
E02000732,Newham 019,"7,859",178,23.0182,83.1,-0.045757491,4.549003262,5.366540621
E02000733,Newham 020,"10,161",137,25.716,67.3,0.301029996,4.559906625,5.458642381
E02000734,Newham 021,"7,765",204,24.2885,69.1,0.176091259,4.5774918,5.508095881
E02000735,Newham 022,"8,098",148,24.3887,78.4,0.255272505,4.632457292,5.475440181
E02000736,Newham 023,"9,031",72,21.3819,75.2,0.278753601,4.562292864,5.408911246
E02000737,Newham 024,"10,039",119,20.8088,70.3,0.041392685,4.59439255,5.435946241
E02000738,Newham 025,"9,164",200,21.148,72.9,-0.15490196,4.602059991,5.462108871
E02000739,Newham 026,"7,591",168,23.9362,68.6,0.544068044,4.596597096,5.440424164
E02000740,Newham 027,"6,950",55,24.6187,61.8,-0.045757491,4.575187845,5.462974179
E02000741,Newham 028,"8,756",116,21.8365,66.4,0.361727836,4.657055853,5.441512898
E02000742,Newham 029,"8,636",109,21.723,67.5,0.447158031,4.592176757,5.386432969
E02000743,Newham 030,"9,120",145,23.7939,62,0.113943352,4.557507202,5.43161301
E02000744,Newham 031,"8,907",149,22.4655,55.4,0.146128036,4.58546073,5.402108277
E02000745,Newham 032,"8,399",116,22.4312,57.5,0.278753601,4.629409599,5.416550644
E02000746,Newham 033,"7,889",19,28.4827,57.8,0.491361694,4.618048097,5.433412974
E02000747,Newham 034,"11,595",61,29.8922,53.8,0.602059991,4.686636269,5.570276678
E02000748,Newham 035,"6,470",49,20.0927,46.5,0.380211242,4.621176282,5.424422609
E02000749,Newham 036,"8,825",62,22.6856,53.4,0.041392685,4.596597096,5.407346708
E02000750,Newham 037,"12,550",38,27.9681,54.1,0.397940009,4.747411808,5.539468795
E02000751,Redbridge 001,"10,427",34,14.894,21.1,0.544068044,4.802089258,5.780923317
E02000752,Redbridge 002,"7,361",15,17.1988,29.3,0.322219295,4.605305046,5.419405514
E02000753,Redbridge 003,"6,563",87,17.3244,30.4,0.342422681,4.64738297,5.473644601
E02000754,Redbridge 004,"6,753",55,16.8518,28.8,0.380211242,4.722633923,5.61133875
E02000755,Redbridge 005,"5,638",42,18.1625,27.3,0.146128036,4.691965103,5.52376207
E02000756,Redbridge 006,"13,348",37,18.5496,34.9,0.397940009,4.698100546,5.551169324
E02000757,Redbridge 007,"12,522",84,17.8885,26.5,0.491361694,4.768638101,5.634159746
E02000758,Redbridge 008,"6,097",53,18.4189,51.1,0.361727836,4.684845362,5.587923011
E02000759,Redbridge 009,"13,011",56,16.9933,37.2,0.342422681,4.731588765,5.605476359
E02000760,Redbridge 010,"7,360",71,17.106,46.3,0.342422681,4.668385917,5.527690466
E02000762,Redbridge 012,"6,603",83,20.1878,62.5,0.544068044,4.733999287,5.597686412
E02000763,Redbridge 013,"7,213",9,19.8115,60.2,0.322219295,4.702430536,5.506618665
E02000764,Redbridge 014,"12,574",63,16.7568,30.2,0.462397998,4.780317312,5.692823134
E02000765,Redbridge 015,"6,561",90,18.7776,66,0.51851394,4.698100546,5.555364135
E02000767,Redbridge 017,"8,080",92,18.7252,62.3,0.397940009,4.710117365,5.564653047
E02000768,Redbridge 018,"5,774",34,15.7603,30.3,0.301029996,4.795880017,5.818404723
E02000769,Redbridge 019,"16,049",106,19.7458,56.9,0.255272505,4.684845362,5.411698814
E02000770,Redbridge 020,"7,982",69,20.3834,75.1,0.397940009,4.710117365,5.452133119
E02000772,Redbridge 022,"8,643",62,18.9865,73.2,0.342422681,4.691965103,5.477417921
E02000773,Redbridge 023,"9,940",104,20.6036,79,0.380211242,4.719331287,5.529241657
E02000774,Redbridge 024,"7,498",110,21.2723,80.7,0.176091259,4.691965103,5.530818031
E02000776,Redbridge 026,"6,834",114,19.242,76.2,0.556302501,4.683947131,5.53258241
E02000777,Redbridge 027,"6,057",17,16.0145,29.8,0.322219295,4.752816431,5.691457246
E02000779,Redbridge 029,"8,381",93,19.8425,78.7,0.431363764,4.635483747,5.438027852
E02000780,Redbridge 030,"16,061",126,21.0759,84.2,0.491361694,4.671172843,5.405006374
E02000781,Redbridge 031,"14,754",78,20.3267,73.3,0.301029996,4.679427897,5.536326083
E02000782,Redbridge 032,"10,005",143,20.4898,84.2,0.447158031,4.610660163,5.387069327
E02000783,Redbridge 033,"7,475",132,19.9732,82.5,0.230448921,4.618048097,5.434372469
E02006800,Redbridge 034,"14,115",86,21.7499,75.2,0.230448921,4.691081492,5.432602149
E02006924,Redbridge 035,"13,365",56,21.257,75.4,0.397940009,4.696356389,5.573728894
E02006925,Redbridge 036,"13,749",55,19.3978,71,0.278753601,4.752048448,5.628962841
E02000784,Richmond upon Thames 001,"10,212",39,14.0815,14.3,0.770852012,4.851258349,6.222172092
E02000785,Richmond upon Thames 002,"9,637",24,11.4662,12.1,0.707570176,4.876794976,5.983091094
E02000786,Richmond upon Thames 003,"11,426",62,11.8589,11.7,0.505149978,4.819543936,5.93916918
E02000787,Richmond upon Thames 004,"11,517",65,13.0329,18.9,0.568201724,4.818225894,5.832383716
E02000788,Richmond upon Thames 005,"8,964",83,10.6203,10.4,0.491361694,4.841984805,5.926771898
E02000789,Richmond upon Thames 006,"6,260",34,11.7732,14.3,0.662757832,4.831229694,6.034903062
E02000790,Richmond upon Thames 007,"6,559",82,11.9835,10.1,0.568201724,4.909556029,5.846729779
E02000791,Richmond upon Thames 008,"6,555",59,15.6979,12.5,0.86332286,4.896526217,6.05688847
E02000792,Richmond upon Thames 009,"7,101",57,11.942,9.9,0.662757832,4.88536122,5.976194944
E02000793,Richmond upon Thames 010,"8,368",63,15.9058,22.9,0.414973348,4.727541257,5.626812393
E02000794,Richmond upon Thames 011,"6,863",47,13.2304,15,0.301029996,4.843855423,5.752020775
E02000795,Richmond upon Thames 012,"6,867",6,10.3539,11.5,0.556302501,4.88422877,6.162430872
E02000796,Richmond upon Thames 013,"10,665",56,16.315,30.4,0.301029996,4.704150517,5.624698654
E02000797,Richmond upon Thames 014,"7,572",83,14.8838,10.1,0.414973348,4.859738566,5.721491576
E02000798,Richmond upon Thames 015,"11,166",45,12.95,16,0.301029996,4.791690649,5.690888626
E02000799,Richmond upon Thames 016,"6,691",52,20.4753,10,0.447158031,4.828015064,5.806711659
E02000800,Richmond upon Thames 017,"5,427",30,14.4279,17,0.255272505,4.691081492,5.71039157
E02000801,Richmond upon Thames 018,"7,115",72,12.8742,8.6,0.544068044,4.84260924,5.791285633
E02000802,Richmond upon Thames 019,"7,046",49,12.8726,10.3,0.447158031,4.804820679,5.768795662
E02000803,Richmond upon Thames 020,"9,629",49,13.7501,16.3,0.361727836,4.697229343,5.657840509
E02000804,Richmond upon Thames 021,"7,296",19,13.5143,9.3,0.491361694,4.80140371,5.802994578
E02000805,Richmond upon Thames 022,"11,545",42,16.0589,11.4,0.748188027,4.809559715,5.851507843
E02000806,Richmond upon Thames 023,"10,249",15,12.7037,11.3,0.556302501,4.77815125,5.795761178
E02000807,Southwark 001,"9,089",128,29.3872,32.2,0.544068044,4.843232778,5.702177986
E02000808,Southwark 002,"10,580",101,38.7524,35.9,0.748188027,4.743509765,5.985944444
E02000809,Southwark 003,"13,212",172,28.5725,29.4,1.041392685,4.876794976,5.879616491
E02000810,Southwark 004,"12,423",181,26.9903,38.6,0.51851394,4.688419822,5.745247382
E02000812,Southwark 006,"10,658",152,32.6515,48,0.397940009,4.701567985,5.795691666
E02000813,Southwark 007,"10,366",116,27.8989,41.5,0.477121255,4.632457292,5.638236594
E02000814,Southwark 008,"9,071",92,29.4234,32.9,0.633468456,4.802089258,5.641322378
E02000815,Southwark 009,"7,105",169,47.3892,50.3,0.568201724,4.757396029,5.671408909
E02000816,Southwark 010,"9,971",131,25.1028,37.4,0.361727836,4.598790507,5.621982821
E02000817,Southwark 011,"7,146",108,24.1674,41.2,0.322219295,4.559906625,5.554146192
E02000818,Southwark 012,"7,735",132,29.6703,46.5,0.361727836,4.645422269,5.641274765
E02000819,Southwark 013,"8,878",165,28.6551,50,0.113943352,4.593286067,5.585215876
E02000820,Southwark 014,"9,907",220,27.4856,44.5,0.653212514,4.611723308,5.645594184
E02000821,Southwark 015,"8,147",113,22.5973,63.8,0,4.5774918,5.606158786
E02000822,Southwark 016,"7,255",151,22.164,59.6,0.204119983,4.595496222,5.573168772
E02000823,Southwark 017,"8,732",136,24.5992,51.1,0.643452676,4.622214023,5.65039787
E02000824,Southwark 018,"10,135",104,21.263,70.1,-0.045757491,4.553883027,5.492248989
E02000825,Southwark 019,"9,661",181,22.1406,74,0.041392685,4.58546073,5.468951082
E02000826,Southwark 020,"9,120",166,22.9386,57.1,-0.045757491,4.665580991,5.616430349
E02000827,Southwark 021,"10,875",160,21.3793,62.9,-0.045757491,4.626340367,5.605056037
E02000828,Southwark 022,"8,580",135,23.2517,67.7,0.113943352,4.632457292,5.53339198
E02000829,Southwark 023,"11,568",146,24.1528,58.6,0.041392685,4.605305046,5.636246109
E02000830,Southwark 024,"9,431",113,25.0027,39.1,0.397940009,4.710963119,5.759914756
E02000831,Southwark 025,"9,929",123,21.6336,43.5,0.491361694,4.691081492,5.779500532
E02000832,Southwark 026,"10,690",126,19.42,56,0.079181246,4.610660163,5.656431704
E02000833,Southwark 027,"8,544",103,26.5332,52.5,0.322219295,4.702430536,5.691988053
E02000834,Southwark 028,"9,505",78,18.5376,29.8,0.568201724,4.773786445,5.816831009
E02000835,Southwark 029,"7,798",53,16.2862,38.6,0.301029996,4.741939078,5.708395403
E02000836,Southwark 030,"8,360",111,15.5742,25.9,0.579783597,4.819543936,5.832856209
E02000837,Southwark 031,"9,476",40,14.6686,18.7,0.51851394,4.906873535,6.075105874
E02000838,Southwark 032,"9,265",87,15.1538,30.2,0.301029996,4.7355989,5.742125501
E02000839,Southwark 033,"8,195",30,13.7645,36.1,0.342422681,4.7355989,5.790467431
E02006802,Southwark 034,"7,494",109,33.9472,43.1,0.602059991,4.736396502,5.843737189
E02000840,Sutton 001,"8,485",62,18.68,25.2,0.113943352,4.632457292,5.416820178
E02000841,Sutton 002,"9,055",78,17.9569,27.3,-0.22184875,4.625312451,5.42283925
E02000842,Sutton 003,"7,876",49,16.9756,22.5,0.230448921,4.725094521,5.547175138
E02000843,Sutton 004,"7,922",62,17.1421,20.3,0.146128036,4.710117365,5.400629501
E02000844,Sutton 005,"8,095",80,17.2329,19.2,0,4.691081492,5.474289126
E02000845,Sutton 006,"9,729",65,15.0581,19.9,0.176091259,4.780317312,5.583199908
E02000846,Sutton 007,"7,271",53,14.9085,21.9,0.176091259,4.720985744,5.543516761
E02000847,Sutton 008,"9,166",59,14.8156,16.9,0.230448921,4.737987326,5.579502357
E02000848,Sutton 009,"8,030",70,16.1395,17.7,0.079181246,4.78604121,5.547465791
E02000849,Sutton 010,"7,860",66,16.2341,19.3,0.146128036,4.73239376,5.501650705
E02000850,Sutton 011,"10,695",21,15.4932,23.5,0.204119983,4.756636108,5.497860861
E02000851,Sutton 012,"9,247",81,17.065,24.9,0.342422681,4.657055853,5.411856988
E02000852,Sutton 013,"7,742",82,15.2415,17.1,0.301029996,4.712649702,5.495288958
E02000853,Sutton 014,"7,898",63,15.4849,20.9,0.230448921,4.701567985,5.51605388
E02000854,Sutton 015,"7,472",46,14.3469,12.7,0.176091259,4.761175813,5.57051492
E02000855,Sutton 016,"8,097",43,14.9315,17,0.278753601,4.79518459,5.672716518
E02000856,Sutton 017,"8,953",71,16.9105,22.7,0.819543936,4.733197265,5.54974608
E02000857,Sutton 018,"8,590",84,14.156,26.2,0.591064607,4.716003344,5.46350628
E02000858,Sutton 019,"8,257",54,18.4571,27.4,0.51851394,4.607455023,5.487508853
E02000859,Sutton 020,"8,568",50,14.3441,18.5,0.380211242,4.706717782,5.542222721
E02000860,Sutton 021,"8,280",94,15.7367,26.8,0.643452676,4.669316881,5.420549814
E02000861,Sutton 022,"7,700",30,14.4545,17.2,0.278753601,4.841984805,5.782638857
E02000863,Sutton 024,"6,713",10,14.6879,23.7,0.079181246,4.738780558,5.666985718
E02006836,Sutton 025,"8,444",25,12.9441,23.2,0.491361694,4.820857989,5.748384966
E02000864,Tower Hamlets 001,"9,721",77,23.5778,44.8,0.255272505,4.63447727,5.56933879
E02000865,Tower Hamlets 002,"7,906",170,26.17,53.1,0.113943352,4.626340367,5.637422679
E02000866,Tower Hamlets 003,"10,443",92,25.6823,34.5,0.322219295,4.731588765,5.765700586
E02000867,Tower Hamlets 004,"11,968",148,31.3168,42.1,0.785329835,4.757396029,5.600727924
E02000868,Tower Hamlets 005,"7,162",199,31.5834,45.6,0.079181246,4.700703717,5.643643132
E02000869,Tower Hamlets 006,"6,169",192,24.9311,43.7,0.361727836,4.646403726,5.769972227
E02000870,Tower Hamlets 007,"6,674",169,27.4948,46,0.079181246,4.656098202,5.62045567
E02000871,Tower Hamlets 008,"10,796",161,26.7506,72,0.322219295,4.593286067,5.523669743
E02000872,Tower Hamlets 009,"8,756",192,32.7775,51.1,0.301029996,4.672097858,5.783927151
E02000873,Tower Hamlets 010,"9,570",190,36.7607,57.5,0.230448921,4.638489257,5.674387106
E02000874,Tower Hamlets 011,"7,297",213,30.1905,66.3,0.544068044,4.549003262,5.584029149
E02000875,Tower Hamlets 012,"12,451",186,28.9535,65.2,0.380211242,4.646403726,5.550526752
E02000876,Tower Hamlets 013,"7,815",145,34.9968,62.3,0.462397998,4.738780558,5.631125034
E02000877,Tower Hamlets 014,"11,804",146,30.2101,68,0.69019608,4.617000341,5.627129184
E02000878,Tower Hamlets 015,"11,489",180,37.6621,54.7,0.73239376,4.705863712,5.804345963
E02000879,Tower Hamlets 016,"8,876",200,30.6332,59.3,0.278753601,4.649334859,5.611784891
E02000880,Tower Hamlets 017,"6,305",169,30.5789,63.5,0.397940009,4.625312451,5.610669743
E02000881,Tower Hamlets 018,"8,425",120,23.2285,65.2,0.633468456,4.59439255,5.512757751
E02000882,Tower Hamlets 019,"10,135",177,24.7854,70.4,0.230448921,4.615950052,5.577240112
E02000883,Tower Hamlets 020,"9,119",193,21.7129,62.3,0.278753601,4.595496222,5.516384634
E02000884,Tower Hamlets 021,"10,981",201,39.7687,58,0.763427994,4.733197265,5.754511166
E02000885,Tower Hamlets 022,"7,550",223,25.8675,69.7,0.397940009,4.62324929,5.566832126
E02000886,Tower Hamlets 023,"8,355",171,25.1466,50.5,0.763427994,4.766412847,5.721283703
E02000887,Tower Hamlets 024,"10,168",174,24.6853,62.2,0.204119983,4.63748973,5.567032251
E02000888,Tower Hamlets 025,"9,560",181,25.7218,60,0.748188027,4.768638101,5.741953239
E02000889,Tower Hamlets 026,"7,900",136,25.8861,49.5,0.662757832,4.782472624,5.732403411
E02000890,Tower Hamlets 027,"6,123",109,21.9174,24,0.982271233,4.898176483,5.87219358
E02000891,Tower Hamlets 028,"15,851",104,32.0232,54.8,0.986771734,4.892094603,5.676065028
E02000893,Tower Hamlets 030,"7,559",105,23.0586,42.4,0.602059991,4.716003344,5.628226422
