LSOACode,Violence_Total
E01003724,9
E01003724,0
E01003724,0
E01003724,2
E01003725,3
E01003725,3
E01003725,13
E01003725,0
E01003725,5
E01003725,2
E01003726,12
E01003726,18
E01003726,17
E01003726,0
E01003726,4
E01003726,3
E01003727,7
E01003727,8
E01003727,19
E01003727,2
E01003727,5
E01003728,24
E01003728,44
E01003728,41
E01003728,3
E01003728,5
E01003728,16
E01003729,22
E01003729,27
E01003729,27
E01003729,0
E01003729,2
E01003729,2
E01003729,17
E01003730,5
E01003730,8
E01003730,7
E01003730,1
E01003730,1
E01003730,4
E01003731,7
E01003731,7
E01003731,4
E01003731,0
E01003731,0
E01003731,2
E01003732,8
E01003732,14
E01003732,17
E01003732,0
E01003732,2
E01003732,3
E01003733,15
E01003733,14
E01003733,10
E01003733,0
E01003733,1
E01003733,3
E01003733,5
E01003734,15
E01003734,24
E01003734,14
E01003734,0
E01003734,1
E01003734,5
E01003734,8
E01003735,16
E01003735,25
E01003735,24
E01003735,0
E01003735,3
E01003735,4
E01003736,8
E01003736,12
E01003736,13
E01003736,2
E01003736,0
E01003736,2
E01003737,4
E01003737,12
E01003737,6
E01003737,0
E01003737,3
E01003737,4
E01003738,6
E01003738,10
E01003738,7
E01003738,0
E01003738,2
E01003738,2
E01003739,12
E01003739,16
E01003739,23
E01003739,2
E01003739,1
E01003739,0
E01003740,13
E01003740,17
E01003740,16
E01003740,0
E01003740,1
E01003740,4
E01003741,6
E01003741,10
E01003741,8
E01003741,0
E01003741,4
E01003741,1
E01003742,6
E01003742,18
E01003742,15
E01003742,0
E01003742,0
E01003742,2
E01003742,3
E01003743,7
E01003743,14
E01003743,11
E01003743,2
E01003743,5
E01003743,1
E01003744,2
E01003744,5
E01003744,5
E01003744,0
E01003745,3
E01003745,1
E01003745,1
E01003745,0
E01003745,0
E01003746,14
E01003746,5
E01003746,9
E01003746,0
E01003746,1
E01003746,3
E01003747,1
E01003747,2
E01003747,4
E01003747,1
E01003747,1
E01003748,6
E01003748,9
E01003748,7
E01003748,0
E01003748,0
E01003748,4
E01003749,4
E01003749,7
E01003749,6
E01003749,0
E01003749,1
E01003749,1
E01003750,5
E01003750,13
E01003750,13
E01003750,0
E01003750,0
E01003750,1
E01003751,6
E01003751,3
E01003751,7
E01003751,1
E01003751,1
E01003751,0
E01003752,10
E01003752,13
E01003752,20
E01003752,1
E01003752,4
E01003752,5
E01003753,6
E01003753,11
E01003753,14
E01003753,7
E01003753,6
E01003754,7
E01003754,8
E01003754,13
E01003754,0
E01003754,1
E01003754,0
E01003755,10
E01003755,12
E01003755,15
E01003755,1
E01003755,2
E01003755,4
E01003756,5
E01003756,11
E01003756,12
E01003756,3
E01003756,2
E01003756,4
E01003757,6
E01003757,10
E01003757,7
E01003757,1
E01003757,3
E01003757,2
E01003758,10
E01003758,15
E01003758,14
E01003758,0
E01003758,1
E01003758,7
E01003758,4
E01003759,2
E01003759,2
E01003759,3
E01003759,0
E01003759,1
E01003759,1
E01003760,8
E01003760,13
E01003760,14
E01003760,2
E01003760,0
E01003760,1
E01003761,8
E01003761,7
E01003761,10
E01003761,0
E01003761,0
E01003761,2
E01003761,6
E01003762,2
E01003762,4
E01003762,18
E01003762,0
E01003762,1
E01003762,3
E01003763,5
E01003763,7
E01003763,3
E01003763,2
E01003763,1
E01003763,2
E01003764,6
E01003764,7
E01003764,13
E01003764,0
E01003764,1
E01003764,5
E01003765,2
E01003765,11
E01003765,10
E01003765,0
E01003765,2
E01003765,3
E01003766,13
E01003766,17
E01003766,9
E01003766,6
E01003766,1
E01003767,22
E01003767,23
E01003767,31
E01003767,2
E01003767,8
E01003767,10
E01003768,15
E01003768,29
E01003768,14
E01003768,0
E01003768,4
E01003768,11
E01003769,21
E01003769,26
E01003769,22
E01003769,1
E01003769,6
E01003769,3
E01003769,9
E01003770,53
E01003770,66
E01003770,28
E01003770,0
E01003770,3
E01003770,7
E01003770,13
E01003771,13
E01003771,15
E01003771,13
E01003771,0
E01003771,1
E01003771,3
E01003772,8
E01003772,8
E01003772,6
E01003772,0
E01003772,2
E01003772,1
E01003773,9
E01003773,7
E01003773,10
E01003773,1
E01003773,1
E01003773,5
E01003774,0
E01003774,6
E01003774,5
E01003774,0
E01003774,1
E01003774,1
E01003775,4
E01003775,8
E01003775,9
E01003775,2
E01003775,4
E01003776,4
E01003776,3
E01003776,10
E01003776,1
E01003776,2
E01003776,1
E01003777,1
E01003777,3
E01003777,11
E01003777,1
E01003777,0
E01003777,4
E01003778,7
E01003778,12
E01003778,14
E01003778,2
E01003778,1
E01003778,8
E01003779,5
E01003779,2
E01003779,8
E01003779,0
E01003779,0
E01003779,0
E01003780,0
E01003780,0
E01003780,5
E01003780,0
E01003780,0
E01003781,11
E01003781,30
E01003781,30
E01003781,0
E01003781,3
E01003781,9
E01003781,8
E01003782,2
E01003782,3
E01003782,9
E01003782,1
E01003782,3
E01003782,5
E01003783,32
E01003783,49
E01003783,57
E01003783,0
E01003783,5
E01003783,14
E01003783,25
E01003784,7
E01003784,6
E01003784,10
E01003784,2
E01003784,1
E01003784,1
E01003785,4
E01003785,11
E01003785,20
E01003785,0
E01003785,8
E01003785,5
E01003786,7
E01003786,5
E01003786,9
E01003786,0
E01003786,2
E01003786,2
E01003787,6
E01003787,12
E01003787,12
E01003787,0
E01003787,0
E01003787,3
E01003788,23
E01003788,17
E01003788,19
E01003788,1
E01003788,4
E01003788,4
E01003789,2
E01003789,2
E01003789,3
E01003789,0
E01003789,0
E01003789,3
E01003790,10
E01003790,2
E01003790,7
E01003790,0
E01003790,2
E01003790,3
E01003791,4
E01003791,11
E01003791,7
E01003791,0
E01003791,0
E01003791,1
E01003792,3
E01003792,4
E01003792,7
E01003792,0
E01003792,0
E01003792,1
E01003793,9
E01003793,6
E01003793,6
E01003793,0
E01003793,2
E01003793,4
E01003794,3
E01003794,8
E01003794,8
E01003794,0
E01003794,1
E01003794,2
E01003795,0
E01003795,3
E01003795,13
E01003795,6
E01003795,1
E01003795,3
E01003796,3
E01003796,8
E01003796,2
E01003796,0
E01003796,2
E01003796,1
E01003797,2
E01003797,1
E01003797,3
E01003797,0
E01003797,1
E01003798,7
E01003798,8
E01003798,8
E01003798,0
E01003798,0
E01003798,3
E01003799,2
E01003799,7
E01003799,5
E01003799,0
E01003799,0
E01003799,4
E01003800,5
E01003800,3
E01003800,7
E01003800,0
E01003800,1
E01003800,2
E01003801,5
E01003801,2
E01003801,6
E01003801,1
E01003801,0
E01003801,2
E01003802,2
E01003802,1
E01003802,4
E01003802,0
E01003802,0
E01003803,10
E01003803,9
E01003803,14
E01003803,0
E01003803,0
E01003803,5
E01003804,4
E01003804,6
E01003804,9
E01003804,1
E01003804,1
E01003805,0
E01003805,1
E01003805,6
E01003805,0
E01003805,0
E01003806,0
E01003806,6
E01003806,7
E01003806,0
E01003806,0
E01003807,6
E01003807,10
E01003807,17
E01003807,0
E01003807,0
E01003807,5
E01003808,1
E01003808,2
E01003808,5
E01003808,0
E01003808,0
E01003809,6
E01003809,0
E01003809,3
E01003809,0
E01003809,2
E01003809,1
E01003810,2
E01003810,5
E01003810,4
E01003810,0
E01003810,1
E01003811,3
E01003811,6
E01003811,4
E01003811,0
E01003811,0
E01003811,1
E01003812,6
E01003812,10
E01003812,17
E01003812,1
E01003812,3
E01003812,4
E01003813,2
E01003813,1
E01003813,5
E01003813,0
E01003813,0
E01003813,0
E01003814,6
E01003814,5
E01003814,10
E01003814,1
E01003814,2
E01003815,4
E01003815,6
E01003815,14
E01003815,0
E01003815,1
E01003815,1
E01003816,3
E01003816,8
E01003816,12
E01003816,1
E01003816,0
E01003816,2
E01003817,6
E01003817,7
E01003817,22
E01003817,0
E01003817,1
E01003817,2
E01003818,5
E01003818,4
E01003818,5
E01003818,1
E01003818,0
E01003819,14
E01003819,18
E01003819,30
E01003819,0
E01003819,1
E01003819,2
E01003820,15
E01003820,8
E01003820,7
E01003820,0
E01003820,1
E01003820,3
E01003821,4
E01003821,7
E01003821,8
E01003821,0
E01003821,1
E01003821,1
E01003822,0
E01003822,1
E01003822,2
E01003822,0
E01003822,1
E01003823,11
E01003823,14
E01003823,17
E01003823,0
E01003823,0
E01003823,0
E01003823,4
E01003824,2
E01003824,1
E01003824,4
E01003824,1
E01003824,0
E01003824,0
E01003825,3
E01003825,3
E01003825,4
E01003825,0
E01003825,1
E01003826,11
E01003826,8
E01003826,25
E01003826,0
E01003826,1
E01003826,4
E01003827,7
E01003827,14
E01003827,17
E01003827,0
E01003827,0
E01003827,6
E01003828,2
E01003828,1
E01003828,7
E01003828,0
E01003828,4
E01003828,1
E01003829,15
E01003829,15
E01003829,28
E01003829,2
E01003829,1
E01003829,3
E01003830,3
E01003830,8
E01003830,8
E01003830,1
E01003830,1
E01003830,2
E01003831,4
E01003831,3
E01003831,11
E01003831,0
E01003831,1
E01003831,3
E01003832,15
E01003832,12
E01003832,17
E01003832,0
E01003832,1
E01003832,3
E01003833,7
E01003833,8
E01003833,10
E01003833,2
E01003833,6
E01003833,2
E01003834,15
E01003834,14
E01003834,17
E01003834,0
E01003834,2
E01003834,2
E01003835,3
E01003835,4
E01003835,5
E01003835,0
E01003835,0
E01003836,1
E01003836,4
E01003836,12
E01003836,0
E01003836,0
E01003836,0
E01003837,7
E01003837,5
E01003837,15
E01003837,1
E01003837,0
E01003837,0
E01003838,2
E01003838,6
E01003838,20
E01003838,2
E01003838,2
E01003838,2
E01003839,8
E01003839,14
E01003839,33
E01003839,0
E01003839,1
E01003839,3
E01003840,6
E01003840,10
E01003840,10
E01003840,0
E01003840,1
E01003840,2
E01003841,23
E01003841,12
E01003841,22
E01003841,5
E01003841,4
E01003841,7
E01003842,5
E01003842,6
E01003842,21
E01003842,0
E01003842,1
E01003842,4
E01003843,5
E01003843,8
E01003843,15
E01003843,1
E01003843,1
E01003843,3
E01003844,6
E01003844,4
E01003844,15
E01003844,1
E01003844,2
E01003844,4
E01003845,17
E01003845,8
E01003845,19
E01003845,1
E01003845,3
E01003845,6
E01003846,1
E01003846,1
E01003846,5
E01003846,1
E01003846,0
E01003846,0
E01003847,4
E01003847,12
E01003847,8
E01003847,0
E01003847,0
E01003847,3
E01003848,5
E01003848,10
E01003848,16
E01003848,1
E01003848,1
E01003849,2
E01003849,1
E01003849,5
E01003849,0
E01003849,0
E01003849,0
E01003851,2
E01003851,2
E01003851,2
E01003851,0
E01003851,1
E01003852,9
E01003852,12
E01003852,11
E01003852,0
E01003852,0
E01003852,1
E01003853,5
E01003853,2
E01003853,10
E01003853,0
E01003853,1
E01003853,1
E01003854,4
E01003854,2
E01003854,7
E01003854,0
E01003854,3
E01003855,11
E01003855,12
E01003855,24
E01003855,0
E01003855,1
E01003855,1
E01003855,3
E01003856,7
E01003856,3
E01003856,12
E01003856,0
E01003856,2
E01003856,0
E01003857,3
E01003857,7
E01003857,8
E01003857,0
E01003857,1
E01003857,2
E01003858,2
E01003858,4
E01003858,4
E01003858,0
E01003858,2
E01003858,0
E01003859,4
E01003859,4
E01003859,7
E01003859,1
E01003859,0
E01003860,10
E01003860,17
E01003860,20
E01003860,0
E01003860,2
E01003860,5
E01003861,3
E01003861,5
E01003861,4
E01003861,0
E01003861,0
E01003861,4
E01003861,0
E01003862,7
E01003862,15
E01003862,19
E01003862,0
E01003862,2
E01003862,3
E01003863,7
E01003863,7
E01003863,5
E01003863,0
E01003863,1
E01003863,2
E01003864,5
E01003864,4
E01003864,9
E01003864,2
E01003864,1
E01003865,4
E01003865,8
E01003865,14
E01003865,0
E01003865,0
E01003865,0
E01003866,3
E01003866,5
E01003866,4
E01003866,0
E01003866,1
E01003866,1
E01003867,12
E01003867,14
E01003867,14
E01003867,0
E01003867,0
E01003867,7
E01003868,7
E01003868,10
E01003868,9
E01003868,0
E01003868,1
E01003868,4
E01003869,4
E01003869,8
E01003869,5
E01003869,1
E01003869,0
E01003869,0
E01003870,4
E01003870,0
E01003870,6
E01003870,0
E01003870,3
E01003870,3
E01003871,6
E01003871,4
E01003871,6
E01003871,2
E01003871,2
E01003872,3
E01003872,6
E01003872,10
E01003872,0
E01003872,3
E01003873,10
E01003873,13
E01003873,12
E01003873,0
E01003873,0
E01003873,7
E01003874,7
E01003874,3
E01003874,11
E01003874,0
E01003874,0
E01003874,1
E01003875,4
E01003875,3
E01003875,13
E01003875,2
E01003875,0
E01003875,2
E01003876,30
E01003876,40
E01003876,45
E01003876,1
E01003876,4
E01003876,19
E01003877,3
E01003877,3
E01003877,3
E01003877,1
E01003878,8
E01003878,5
E01003878,13
E01003878,0
E01003878,2
E01003878,3
E01003879,2
E01003879,3
E01003879,6
E01003879,0
E01003879,1
E01003879,0
E01003880,1
E01003880,9
E01003880,11
E01003880,0
E01003880,1
E01003880,4
E01003881,5
E01003881,2
E01003881,2
E01003881,0
E01003881,2
E01003882,5
E01003882,9
E01003882,5
E01003882,0
E01003882,1
E01003882,3
E01003883,2
E01003883,5
E01003883,3
E01003883,0
E01003883,1
E01003883,0
E01003884,4
E01003884,4
E01003884,22
E01003884,0
E01003884,1
E01003884,0
E01003885,4
E01003885,2
E01003885,8
E01003885,0
E01003885,0
E01003885,1
E01003886,3
E01003886,8
E01003886,12
E01003886,0
E01003886,0
E01003887,3
E01003887,8
E01003887,7
E01003887,0
E01003887,0
E01003887,0
E01003887,1
E01003888,5
E01003888,18
E01003888,25
E01003888,0
E01003888,1
E01003888,3
E01003889,3
E01003889,1
E01003889,5
E01003889,0
E01003889,0
E01003889,1
E01003890,7
E01003890,9
E01003890,6
E01003890,0
E01003890,0
E01003890,1
E01003891,2
E01003891,9
E01003891,4
E01003891,0
E01003891,0
E01003891,0
E01003892,3
E01003892,0
E01003892,4
E01003892,1
E01003892,0
E01003892,0
E01003893,5
E01003893,6
E01003893,13
E01003893,2
E01003893,4
E01003894,5
E01003894,3
E01003894,12
E01003894,0
E01003894,0
E01003894,0
E01003895,4
E01003895,6
E01003895,11
E01003895,1
E01003895,1
E01003895,3
E01003896,13
E01003896,26
E01003896,34
E01003896,1
E01003896,3
E01003896,19
E01003897,11
E01003897,16
E01003897,15
E01003897,2
E01003897,4
E01003897,7
E01003898,2
E01003898,6
E01003898,8
E01003898,0
E01003898,0
E01003898,0
E01003899,2
E01003899,4
E01003899,5
E01003899,0
E01003899,0
E01003899,0
E01003900,6
E01003900,11
E01003900,22
E01003900,1
E01003900,0
E01003900,2
E01003901,1
E01003901,0
E01003901,6
E01003901,0
E01003901,0
E01003901,3
E01003902,3
E01003902,2
E01003902,6
E01003902,0
E01003902,3
E01003903,7
E01003903,18
E01003903,21
E01003903,0
E01003903,1
E01003903,2
E01003904,3
E01003904,5
E01003904,6
E01003904,0
E01003904,0
E01003904,0
E01003905,4
E01003905,9
E01003905,7
E01003905,0
E01003905,0
E01003905,0
E01003906,6
E01003906,5
E01003906,12
E01003906,0
E01003906,0
E01003906,3
E01003907,6
E01003907,10
E01003907,16
E01003907,0
E01003907,4
E01003907,0
E01003908,2
E01003908,7
E01003908,12
E01003908,0
E01003908,1
E01003908,2
E01003909,9
E01003909,14
E01003909,16
E01003909,0
E01003909,1
E01003909,6
E01003910,4
E01003910,6
E01003910,4
E01003910,0
E01003910,0
E01003911,11
E01003911,8
E01003911,24
E01003911,2
E01003911,4
E01003911,5
E01003912,9
E01003912,13
E01003912,13
E01003912,0
E01003912,3
E01003912,8
E01003913,49
E01003913,41
E01003913,34
E01003913,1
E01003913,4
E01003913,17
E01003914,4
E01003914,9
E01003914,15
E01003914,3
E01003914,8
E01003914,5
E01003915,10
E01003915,12
E01003915,10
E01003915,0
E01003915,2
E01003915,4
E01003916,15
E01003916,20
E01003916,21
E01003916,2
E01003916,4
E01003916,11
E01003917,15
E01003917,12
E01003917,15
E01003917,4
E01003917,6
E01003917,11
E01003918,10
E01003918,8
E01003918,13
E01003918,0
E01003918,12
E01003918,3
E01003919,11
E01003919,15
E01003919,20
E01003919,0
E01003919,3
E01003919,0
E01003919,6
E01003920,12
E01003920,14
E01003920,19
E01003920,4
E01003920,3
E01003920,2
E01003921,43
E01003921,61
E01003921,57
E01003921,1
E01003921,6
E01003921,4
E01003921,22
E01003922,22
E01003922,30
E01003922,36
E01003922,0
E01003922,1
E01003922,9
E01003922,6
E01003923,10
E01003923,15
E01003923,16
E01003923,1
E01003923,5
E01003923,3
E01003924,22
E01003924,16
E01003924,18
E01003924,1
E01003924,8
E01003924,5
E01003925,21
E01003925,18
E01003925,16
E01003925,1
E01003925,4
E01003925,16
E01003926,12
E01003926,21
E01003926,16
E01003926,2
E01003926,3
E01003926,4
E01003927,22
E01003927,42
E01003927,46
E01003927,0
E01003927,4
E01003927,3
E01003927,12
E01003929,33
E01003929,45
E01003929,43
E01003929,0
E01003929,2
E01003929,4
E01003929,11
E01003930,6
E01003930,17
E01003930,18
E01003930,2
E01003930,1
E01003930,9
E01003932,10
E01003932,18
E01003932,19
E01003932,0
E01003932,2
E01003932,9
E01003933,8
E01003933,18
E01003933,15
E01003933,0
E01003933,1
E01003933,9
E01003934,16
E01003934,24
E01003934,31
E01003934,0
E01003934,0
E01003934,0
E01003934,13
E01003935,4
E01003935,21
E01003935,8
E01003935,1
E01003935,0
E01003935,1
E01003935,3
E01003936,6
E01003936,6
E01003936,10
E01003936,0
E01003936,0
E01003936,3
E01003936,1
E01003937,6
E01003937,18
E01003937,31
E01003937,0
E01003937,1
E01003937,3
E01003937,3
E01003938,11
E01003938,13
E01003938,11
E01003938,0
E01003938,1
E01003938,1
E01003938,4
E01003939,40
E01003939,62
E01003939,44
E01003939,0
E01003939,6
E01003939,5
E01003939,27
E01003940,4
E01003940,12
E01003940,9
E01003940,0
E01003940,0
E01003940,5
E01003940,7
E01003941,9
E01003941,23
E01003941,18
E01003941,1
E01003941,1
E01003941,5
E01003942,14
E01003942,10
E01003942,23
E01003942,2
E01003942,3
E01003942,7
E01003943,11
E01003943,8
E01003943,12
E01003943,2
E01003943,1
E01003943,9
E01003945,6
E01003945,11
E01003945,7
E01003945,1
E01003945,2
E01003945,0
E01003946,6
E01003946,3
E01003946,11
E01003946,0
E01003946,3
E01003946,3
E01003947,12
E01003947,13
E01003947,12
E01003947,1
E01003947,2
E01003947,0
E01003948,3
E01003948,5
E01003948,17
E01003948,1
E01003948,0
E01003948,1
E01003949,2
E01003949,5
E01003949,16
E01003949,0
E01003949,0
E01003949,1
E01003950,5
E01003950,8
E01003950,20
E01003950,0
E01003950,1
E01003950,4
E01003951,4
E01003951,5
E01003951,7
E01003951,0
E01003951,1
E01003951,1
E01003951,0
E01003952,9
E01003952,16
E01003952,24
E01003952,0
E01003952,1
E01003952,2
E01003953,10
E01003953,17
E01003953,24
E01003953,2
E01003953,1
E01003953,6
E01003954,3
E01003954,7
E01003954,7
E01003954,0
E01003954,2
E01003954,2
E01003955,5
E01003955,3
E01003955,10
E01003955,0
E01003955,0
E01003955,2
E01003955,2
E01003956,4
E01003956,3
E01003956,0
E01003956,0
E01003956,1
E01003956,1
E01003957,4
E01003957,2
E01003957,12
E01003957,0
E01003957,0
E01003957,0
E01003958,7
E01003958,13
E01003958,21
E01003958,0
E01003958,0
E01003958,2
E01003958,3
E01003960,9
E01003960,10
E01003960,4
E01003960,1
E01003960,2
E01003960,7
E01003961,14
E01003961,14
E01003961,16
E01003961,2
E01003961,7
E01003961,12
E01003963,14
E01003963,19
E01003963,20
E01003963,0
E01003963,4
E01003963,0
E01003963,9
E01003964,27
E01003964,44
E01003964,29
E01003964,2
E01003964,11
E01003964,13
E01003966,24
E01003966,39
E01003966,21
E01003966,5
E01003966,3
E01003966,13
E01003967,6
E01003967,10
E01003967,4
E01003967,0
E01003967,1
E01003967,4
E01003967,2
E01003968,21
E01003968,14
E01003968,18
E01003968,0
E01003968,3
E01003968,7
E01003968,3
E01003969,38
E01003969,35
E01003969,38
E01003969,0
E01003969,8
E01003969,6
E01003969,20
E01003970,11
E01003970,10
E01003970,7
E01003970,0
E01003970,0
E01003970,1
E01003970,9
E01003971,16
E01003971,11
E01003971,16
E01003971,0
E01003971,5
E01003971,9
E01003972,7
E01003972,24
E01003972,10
E01003972,2
E01003972,3
E01003972,3
E01003973,12
E01003973,21
E01003973,28
E01003973,3
E01003973,4
E01003973,12
E01003974,8
E01003974,4
E01003974,4
E01003974,0
E01003974,0
E01003974,0
E01003974,4
E01003975,9
E01003975,7
E01003975,16
E01003975,0
E01003975,3
E01003975,6
E01003976,17
E01003976,12
E01003976,27
E01003976,1
E01003976,3
E01003976,5
E01003977,11
E01003977,8
E01003977,19
E01003977,0
E01003977,2
E01003977,9
E01003978,10
E01003978,14
E01003978,27
E01003978,0
E01003978,2
E01003978,10
E01003979,24
E01003979,19
E01003979,22
E01003979,4
E01003979,2
E01003979,6
E01003980,14
E01003980,23
E01003980,28
E01003980,0
E01003980,2
E01003980,7
E01003980,6
E01003981,22
E01003981,36
E01003981,32
E01003981,0
E01003981,5
E01003981,3
E01003981,19
E01003983,7
E01003983,12
E01003983,23
E01003983,1
E01003983,6
E01003983,6
E01003984,19
E01003984,20
E01003984,24
E01003984,0
E01003984,3
E01003984,2
E01003984,7
E01003986,13
E01003986,18
E01003986,15
E01003986,3
E01003986,3
E01003986,3
E01003987,5
E01003987,14
E01003987,20
E01003987,1
E01003987,1
E01003987,1
E01003988,27
E01003988,38
E01003988,38
E01003988,0
E01003988,1
E01003988,3
E01003988,12
E01003989,20
E01003989,22
E01003989,17
E01003989,2
E01003989,3
E01003989,8
E01003990,16
E01003990,17
E01003990,21
E01003990,1
E01003990,2
E01003990,2
E01003990,8
E01003991,11
E01003991,7
E01003991,13
E01003991,0
E01003991,0
E01003991,1
E01003991,2
E01003992,6
E01003992,10
E01003992,12
E01003992,0
E01003992,2
E01003992,4
E01003993,12
E01003993,13
E01003993,17
E01003993,2
E01003993,2
E01003993,7
E01003994,30
E01003994,30
E01003994,30
E01003994,0
E01003994,5
E01003994,5
E01003994,3
E01003995,8
E01003995,3
E01003995,9
E01003995,3
E01003995,5
E01003995,1
E01003997,11
E01003997,13
E01003997,8
E01003997,1
E01003997,3
E01003997,5
E01003997,2
E01003998,5
E01003998,9
E01003998,10
E01003998,0
E01003998,1
E01003998,2
E01003998,1
E01003999,5
E01003999,6
E01003999,14
E01003999,0
E01003999,1
E01003999,0
E01003999,6
E01004000,9
E01004000,14
E01004000,13
E01004000,1
E01004000,1
E01004000,5
E01004001,17
E01004001,5
E01004001,15
E01004001,3
E01004001,4
E01004001,9
E01004002,4
E01004002,3
E01004002,2
E01004002,0
E01004002,0
E01004002,1
E01004003,15
E01004003,16
E01004003,18
E01004003,4
E01004003,2
E01004003,7
E01004004,14
E01004004,19
E01004004,24
E01004004,2
E01004004,4
E01004004,6
E01004005,24
E01004005,29
E01004005,38
E01004005,0
E01004005,2
E01004005,5
E01004005,15
E01004006,8
E01004006,8
E01004006,11
E01004006,2
E01004006,1
E01004006,5
E01004007,10
E01004007,12
E01004007,12
E01004007,0
E01004007,0
E01004007,1
E01004007,7
E01004008,14
E01004008,18
E01004008,19
E01004008,4
E01004008,5
E01004008,6
E01004010,31
E01004010,42
E01004010,32
E01004010,4
E01004010,8
E01004010,27
E01004011,13
E01004011,17
E01004011,17
E01004011,0
E01004011,1
E01004011,6
E01004011,5
E01004012,12
E01004012,23
E01004012,20
E01004012,0
E01004012,1
E01004012,4
E01004012,3
E01004013,11
E01004013,6
E01004013,16
E01004013,1
E01004013,3
E01004013,5
E01004013,4
E01004014,13
E01004014,15
E01004014,17
E01004014,1
E01004014,9
E01004014,2
E01004015,10
E01004015,10
E01004015,8
E01004015,4
E01004015,1
E01004015,3
E01004016,4
E01004016,10
E01004016,9
E01004016,1
E01004016,2
E01004016,4
E01004017,2
E01004017,4
E01004017,7
E01004017,0
E01004017,0
E01004017,0
E01004018,1
E01004018,8
E01004018,12
E01004018,0
E01004018,0
E01004018,1
E01004018,7
E01004019,9
E01004019,13
E01004019,18
E01004019,4
E01004019,1
E01004019,12
E01004020,11
E01004020,10
E01004020,13
E01004020,0
E01004020,3
E01004020,8
E01004021,9
E01004021,10
E01004021,11
E01004021,0
E01004021,2
E01004021,5
E01004022,24
E01004022,27
E01004022,44
E01004022,0
E01004022,2
E01004022,4
E01004022,6
E01004023,17
E01004023,20
E01004023,31
E01004023,2
E01004023,5
E01004023,5
E01004024,11
E01004024,19
E01004024,23
E01004024,1
E01004024,5
E01004024,11
E01004027,39
E01004027,43
E01004027,53
E01004027,7
E01004027,3
E01004027,21
E01004028,21
E01004028,19
E01004028,19
E01004028,1
E01004028,4
E01004028,8
E01004029,4
E01004029,11
E01004029,14
E01004029,0
E01004029,0
E01004029,2
E01004030,9
E01004030,12
E01004030,14
E01004030,0
E01004030,0
E01004030,4
E01004030,3
E01004031,20
E01004031,22
E01004031,28
E01004031,1
E01004031,5
E01004031,7
E01004032,7
E01004032,13
E01004032,12
E01004032,0
E01004032,0
E01004032,1
E01004033,18
E01004033,25
E01004033,22
E01004033,0
E01004033,3
E01004033,6
E01004034,11
E01004034,16
E01004034,18
E01004034,1
E01004034,5
E01004034,9
E01004035,5
E01004035,11
E01004035,17
E01004035,0
E01004035,1
E01004035,4
E01004035,6
E01004036,16
E01004036,17
E01004036,25
E01004036,2
E01004036,5
E01004036,4
E01004037,11
E01004037,5
E01004037,25
E01004037,1
E01004037,5
E01004037,10
E01004038,14
E01004038,16
E01004038,15
E01004038,3
E01004038,6
E01004038,7
E01004039,10
E01004039,6
E01004039,5
E01004039,0
E01004039,0
E01004039,1
E01004039,3
E01004040,25
E01004040,28
E01004040,32
E01004040,4
E01004040,6
E01004040,7
E01004041,12
E01004041,9
E01004041,9
E01004041,0
E01004041,1
E01004041,3
E01004042,22
E01004042,23
E01004042,34
E01004042,3
E01004042,2
E01004042,12
E01004043,12
E01004043,6
E01004043,9
E01004043,1
E01004043,0
E01004043,5
E01004044,13
E01004044,11
E01004044,9
E01004044,1
E01004044,1
E01004044,7
E01004045,10
E01004045,10
E01004045,8
E01004045,1
E01004045,2
E01004045,4
E01004046,4
E01004046,3
E01004046,8
E01004046,0
E01004046,0
E01004046,1
E01004047,8
E01004047,9
E01004047,11
E01004047,1
E01004047,2
E01004047,4
E01004048,9
E01004048,8
E01004048,10
E01004048,0
E01004048,0
E01004048,1
E01004048,3
E01004049,8
E01004049,9
E01004049,15
E01004049,1
E01004049,2
E01004049,3
E01004050,3
E01004050,1
E01004050,2
E01004050,1
E01004050,2
E01004051,3
E01004051,5
E01004051,8
E01004051,0
E01004051,2
E01004051,0
E01004052,8
E01004052,12
E01004052,11
E01004052,0
E01004052,3
E01004052,1
E01004052,4
E01004053,2
E01004053,5
E01004053,10
E01004053,2
E01004053,2
E01004053,2
E01004054,4
E01004054,3
E01004054,6
E01004054,0
E01004054,2
E01004055,5
E01004055,5
E01004055,22
E01004055,0
E01004055,0
E01004055,3
E01004056,2
E01004056,8
E01004056,13
E01004056,0
E01004056,2
E01004056,2
E01004057,4
E01004057,1
E01004057,9
E01004057,0
E01004057,2
E01004057,2
E01004058,2
E01004058,3
E01004058,2
E01004058,1
E01004058,0
E01004059,12
E01004059,7
E01004059,15
E01004059,3
E01004059,0
E01004059,2
E01004060,11
E01004060,11
E01004060,13
E01004060,0
E01004060,4
E01004060,4
E01004061,11
E01004061,18
E01004061,27
E01004061,3
E01004061,2
E01004061,6
E01004062,32
E01004062,54
E01004062,42
E01004062,2
E01004062,4
E01004062,18
E01004063,17
E01004063,16
E01004063,27
E01004063,1
E01004063,4
E01004063,8
E01004064,10
E01004064,22
E01004064,13
E01004064,2
E01004064,5
E01004064,12
E01004065,4
E01004065,7
E01004065,6
E01004065,1
E01004065,1
E01004065,1
E01004066,9
E01004066,10
E01004066,12
E01004066,0
E01004066,5
E01004066,2
E01004066,6
